iter	RMSE
263	49.85689026
264	49.73976859
265	49.36223592
266	49.17205089
267	49.00642846
268	48.87409551
269	48.74703471
270	48.61883219
271	48.39731665
272	48.24643646
273	48.11054014
274	47.75669004
275	47.64324808
276	47.3717785
277	47.24765045
278	47.12443761
279	46.99407195
280	46.7247439
281	46.61358736
282	46.49340745
283	46.27536778
284	46.15730684
285	46.01323023
286	45.77059813
287	45.60079724
288	45.49927611
289	45.3724822
290	45.15017807
291	45.03909045
292	44.85216527
293	44.62444229
294	44.51333127
295	44.24230661
296	44.13318537
297	43.9059055
298	43.69213362
299	43.61971195
300	43.49007242
301	43.35628226
302	43.2140799
303	43.10296566
304	42.92465672
305	42.83253912
306	42.59620434
307	42.49549836
308	42.39464291
309	42.32275899
310	42.22398368
311	42.11919421
312	41.8925384
313	41.78537044
314	41.66869109
315	41.55994603
316	41.35252425
317	41.27513418
318	41.08115745
319	40.99751105
320	40.87931383
321	40.67884646
322	40.47952977
323	40.37856058
324	40.2348923
325	40.0961232
326	39.9010503
327	39.80327325
328	39.6119873
329	39.53838578
330	39.32553942
331	39.13946492
332	39.04964381
333	38.97847158
334	38.79939434
335	38.7100614
336	38.50335206
337	38.41192265
338	38.33482463
339	38.2561458
340	38.10290357
341	37.97263256
342	37.80086832
343	37.70590172
344	37.55684581
345	37.35964956
346	37.29273494
347	37.21532342
348	37.02190505
349	36.95682148
350	36.76673325
351	36.70337437
352	36.61642936
353	36.47123212
354	36.3968676
355	36.2545982
356	36.18164099
357	35.99738865
358	35.87536346
359	35.79094836
360	35.71962152
361	35.638188
362	35.56051853
363	35.47449227
364	35.30681113
365	35.22298463
366	35.06274212
367	34.98812798
368	34.90491392
369	34.72905964
370	34.66147353
371	34.5114725
372	34.36349065
373	34.21749856
374	34.16068364
375	34.08995829
376	34.00007864
377	33.93325138
378	33.79005269
379	33.71950281
380	33.65426248
381	33.55487354
382	33.50012937
383	33.43307178
384	33.35612858
385	33.19854822
386	33.043907
387	32.90497545
388	32.76025917
389	32.61794288
390	32.47798774
391	32.41621109
392	32.35549894
393	32.22126505
394	32.12823099
395	32.03680785
396	31.9469653
397	31.88826715
398	31.75693517
399	31.66938429
400	31.58334626
401	31.50441399
402	31.37575065
403	31.30987375
404	31.25363264
405	31.12699911
406	31.04376967
407	30.98871262
408	30.86423672
409	30.78286092
410	30.70289066
411	30.58070346
412	30.53194985
413	30.47920496
414	30.35891397
415	30.2809333
416	30.22570062
417	30.06225635
418	30.0004337
419	29.84131061
420	29.68593286
421	29.63285282
422	29.58736515
423	29.43595539
424	29.38416647
425	29.32259947
426	29.27829838
427	29.13128043
428	29.08083261
429	29.03762617
430	28.987044
431	28.93868652
432	28.8888079
433	28.83962014
434	28.80051666
435	28.75200373
436	28.63588174
437	28.58626738
438	28.53823636
439	28.49086938
440	28.41834106
441	28.37228274
442	28.26746437
443	28.20506923
444	28.16812111
445	28.12233678
446	28.07890886
447	27.97647805
448	27.87558202
449	27.81582744
450	27.76526481
451	27.68817894
452	27.64530993
453	27.54703211
454	27.48298939
455	27.38667162
456	27.32406639
457	27.26238813
458	27.17689141
459	27.08314147
460	27.04518661
461	26.95311211
462	26.93881299
463	26.88190918
464	26.84482458
465	26.78927509
466	26.66937451
467	26.55188443
468	26.51897069
469	26.4827664
470	26.38157484
471	26.34266022
472	26.3293115
473	26.28408563
474	26.24866414
475	26.23548245
476	26.22245711
477	26.18830629
478	26.14263962
479	26.10770318
480	26.07324816
481	25.97520119
482	25.94167178
483	25.86316024
484	25.82945196
485	25.74447988
486	25.73203035
487	25.69907477
488	25.61567617
489	25.56584216
490	25.51195925
491	25.47946866
492	25.42660207
493	25.37480779
494	25.34260657
495	25.29178224
496	25.24198414
497	25.21007153
498	25.16119932
499	25.11108269
500	25.07971241
501	25.04877522
502	24.98169923
503	24.93384146
504	24.88694593
505	24.8563347
506	24.81030619
507	24.72630022
508	24.64355403
509	24.56204729
510	24.48176004
511	24.40267266
512	24.32476587
513	24.24802072
514	24.17549566
515	24.10400544
516	24.03353445
517	23.95618249
518	23.88746446
519	23.81207468
520	23.74506221
521	23.67158089
522	23.60622812
523	23.53460326
524	23.47086582
525	23.40104709
526	23.33888199
527	23.27082065
528	23.19106695
529	23.11315587
530	23.05773751
531	23.00987805
532	22.96994268
533	22.91360002
534	22.85836783
535	22.82276516
536	22.77589506
537	22.74076969
538	22.68665551
539	22.65206431
540	22.59901733
541	22.56494796
542	22.51294439
543	22.475164
544	22.42916345
545	22.37818994
546	22.34495431
547	22.31221494
548	22.26224019
549	22.22998662
550	22.19004245
551	22.13469639
552	22.09882462
553	22.05945479
554	22.01458774
555	21.98139151
556	21.93365533
557	21.87985578
558	21.83306593
559	21.80071149
560	21.73075902
561	21.6782808
562	21.64286862
563	21.60809622
564	21.5567959
565	21.52281065
566	21.47249709
567	21.43927748
568	21.40837353
569	21.34083965
570	21.30821466
571	21.27617358
572	21.22752987
573	21.19620499
574	21.14848892
575	21.11786089
576	21.0523642
577	21.02223648
578	20.99264348
579	20.94629865
580	20.9173591
581	20.87189052
582	20.84358696
583	20.77833676
584	20.73388354
585	20.70894537
586	20.68546612
587	20.65786258
588	20.63330377
589	20.60620312
590	20.56268967
591	20.53849059
592	20.51465796
593	20.49624988
594	20.47273334
595	20.38910383
596	20.32029006
597	20.30222539
598	20.27910828
599	20.25269671
600	20.24489733
601	20.17791086
602	20.15195978
603	20.13418207
604	20.12645764
605	20.07318862
606	20.04767472
607	19.98670634
608	19.96114051
609	19.95360633
610	19.92081927
611	19.90152472
612	19.88433608
613	19.86185504
614	19.83440016
615	19.81748225
616	19.79523889
617	19.77077278
618	19.76342377
619	19.7366628
620	19.72000355
621	19.69809417
622	19.67651678
623	19.65015684
624	19.63371849
625	19.6265369
626	19.61034066
627	19.58899317
628	19.56313752
629	19.5471921
630	19.52607053
631	19.51904893
632	19.4936406
633	19.47793585
634	19.45588462
635	19.44894648
636	19.37185023
637	19.32034003
638	19.24539149
639	19.22056499
640	19.21375864
641	19.19854663
642	19.17791663
643	19.1535141
644	19.13853347
645	19.11812296
646	19.11146766
647	19.0611498
648	18.98859266
649	18.96444762
650	18.94444889
651	18.92473071
652	18.87548067
653	18.85177938
654	18.83699432
655	18.81750903
656	18.81107335
657	18.76427896
658	18.74968178
659	18.73530246
660	18.71605932
661	18.69708362
662	18.6737553
663	18.65504717
664	18.6365967
665	18.59063955
666	18.54269683
667	18.52452255
668	18.50221303
669	18.48423539
670	18.43937284
671	18.42506283
672	18.40728187
673	18.3854054
674	18.3620812
675	18.3560579
676	18.34203831
677	18.32448367
678	18.30243037
679	18.28862216
680	18.28269926
681	18.26794171
682	18.22407004
683	18.20265283
684	18.13454224
685	18.11365037
686	18.09129533
687	18.07409901
688	18.0529243
689	18.03100911
690	18.02533196
691	17.95908094
692	17.91327866
693	17.89639668
694	17.87618346
695	17.86293089
696	17.84762901
697	17.84207228
698	17.77780193
699	17.75692185
700	17.73812002
701	17.69316909
702	17.68769015
703	17.6460476
704	17.63102526
705	17.61158107
706	17.56744151
707	17.55455288
708	17.53967045
709	17.47783451
710	17.47247899
711	17.45220801
712	17.43951487
713	17.43422684
714	17.39391877
715	17.3758006
716	17.37059476
717	17.31035145
718	17.29179682
719	17.24899527
720	17.23436999
721	17.21607638
722	17.21096259
723	17.19864804
724	17.18418053
725	17.12579771
726	17.10832435
727	17.0889029
728	17.08387106
729	16.99981817
730	16.98079319
731	16.97585646
732	16.96398687
733	16.95910728
734	16.9207666
735	16.90352632
736	16.89040856
737	16.87871871
738	16.86577577
739	16.84875457
740	16.83705907
741	16.79950471
742	16.78799433
743	16.77529978
744	16.757264
745	16.6761031
746	16.66298561
747	16.65162563
748	16.63523013
749	16.62237781
750	16.61115022
751	16.57463604
752	16.55727081
753	16.54532413
754	16.53421552
755	16.49835735
756	16.48139759
757	16.47041636
758	16.42360465
759	16.40790849
760	16.3924614
761	16.37587501
762	16.36499966
763	16.31313475
764	16.2619897
765	16.2115548
766	16.18251041
767	16.12349202
768	16.09501707
769	16.03721185
770	16.00027159
771	15.9576207
772	15.91849622
773	15.90481949
774	15.86917546
775	15.82830584
776	15.80144581
777	15.78803568
778	15.75033571
779	15.74619383
780	15.74210211
781	15.73805994
782	15.72990411
783	15.69543265
784	15.66906109
785	15.66506889
786	15.61229876
787	15.57549692
788	15.56241305
789	15.5584598
790	15.54106891
791	15.5371693
792	15.53331696
793	15.49994698
794	15.48543592
795	15.46207633
796	15.44775192
797	15.43364523
798	15.41083295
799	15.3969056
800	15.38388104
801	15.36823897
802	15.33488693
803	15.28184198
804	15.22967881
805	15.15999947
806	15.12795933
807	15.08025066
808	15.04882992
809	15.01780196
810	15.00924189
811	14.96255509
812	14.92633608
813	14.89635163
814	14.88403072
815	14.87091948
816	14.84067203
817	14.81755699
818	14.78351389
819	14.77150187
820	14.73827261
821	14.73043325
822	14.68079176
823	14.66575186
824	14.61708464
825	14.58264478
826	14.54581752
827	14.53243509
828	14.48218512
829	14.47198108
830	14.4619264
831	14.43335666
832	14.41117263
833	14.40084208
834	14.35163267
835	14.30554567
836	14.2744146
837	14.25269524
838	14.24328195
839	14.23131264
840	14.19694793
841	14.18775811
842	14.16650011
843	14.15742556
844	14.1480939
845	14.11676618
846	14.10709261
847	14.09758455
848	14.08807136
849	14.05652367
850	14.02661253
851	14.01728182
852	14.00666472
853	14.00352148
854	13.99450086
855	13.9476225
856	13.90141804
857	13.86490806
858	13.8442195
859	13.8411537
860	13.8348968
861	13.81455549
862	13.76066733
863	13.73428785
864	13.70575904
865	13.70276248
866	13.69980235
867	13.69687821
868	13.67447967
869	13.62209575
870	13.5782829
871	13.54367207
872	13.50966431
873	13.47624831
874	13.42973691
875	13.42693198
876	13.40746677
877	13.40164428
878	13.38716804
879	13.34490816
880	13.29577826
881	13.25495597
882	13.24571823
883	13.24299445
884	13.20296503
885	13.1680836
886	13.11304309
887	13.05944416
888	13.01599385
889	12.97332476
890	12.94941115
891	12.91140274
892	12.86068828
893	12.81079414
894	12.77990497
895	12.74944358
896	12.72132633
897	12.69135688
898	12.66408549
899	12.64446946
900	12.61519705
901	12.58875436
902	12.55995059
903	12.53531967
904	12.51788631
905	12.48971972
906	12.46551804
907	12.43778751
908	12.41399677
909	12.39716306
910	12.37004323
911	12.34666099
912	12.34291724
913	12.33923701
914	12.32130685
915	12.31723838
916	12.28785918
917	12.28428215
918	12.25942666
919	12.24200892
920	12.23802087
921	12.21207812
922	12.20858147
923	12.18448129
924	12.16770461
925	12.16427295
926	12.14431101
927	12.12087233
928	12.11443132
929	12.08809397
930	12.07177917
931	12.06796526
932	12.0450654
933	12.02910956
934	12.02634476
935	12.00010886
936	11.9690949
937	11.96534416
938	11.95753813
939	11.95386715
940	11.95117766
941	11.92544277
942	11.89509179
943	11.88232664
944	11.87626697
945	11.87029259
946	11.85773983
947	11.8387464
948	11.81579993
949	11.80887278
950	11.80298823
951	11.78432606
952	11.73887112
953	11.72068268
954	11.7085326
955	11.66406397
956	11.63253381
957	11.61101108
958	11.59228717
959	11.58876582
960	11.57677412
961	11.54603926
962	11.50281052
963	11.48453887
964	11.45450708
965	11.41225501
966	11.39781304
967	11.39432914
968	11.38005261
969	11.37660641
970	11.34727082
971	11.33547887
972	11.33207228
973	11.31800951
974	11.29457377
975	11.25352234
976	11.22503276
977	11.21346656
978	11.21010123
979	11.16991217
980	11.14197418
981	11.13058898
982	11.1170518
983	11.09553483
984	11.09222493
985	11.0810536
986	11.05377701
987	11.01463213
988	10.98788885
989	10.94952446
990	10.9364205
991	10.91021888
992	10.89921649
993	10.86173863
994	10.83603331
995	10.82321749
996	10.80283918
997	10.79205634
998	10.78721255
999	10.77234502
9	8.789021969
