,Price,Rooms,Surface,Bathrooms,Floor,Zona
22,4166,5,220,3+,1,palestro
23,1833,2,80,1,A,palestro
24,2166,2,65,1,2,palestro
25,26000,2,70,1,4,palestro
26,5000,4,230,3,4,palestro
27,2500,3,120,2,3,palestro
28,7200,4,200,2,A,palestro
29,2500,3,116,2,A,palestro
30,4590,4,220,3,1,palestro
31,3500,5,150,2,3,palestro
32,2670,3,110,2,2,palestro
33,4400,5+,220,3,,palestro
34,1700,2,65,1,4,palestro
35,2200,3,110,2,2,palestro
36,4500,3,170,2,,palestro
37,5000,5,250,3,1,palestro
38,3000,5+,190,3+,7,palestro
39,2500,3,115,2,5,palestro
40,4584,5,200,3,3,palestro
41,4583,4,220,3,2,palestro
42,2700,4,140,2,,palestro
43,6000,4,155,3,4,palestro
44,,5+,200,3,3,palestro
45,4400,3,170,3,1,palestro
46,4417,4,220,3+,1,palestro
47,2667,3,110,2,2,palestro
48,7500,5+,300,3+,2,palestro
49,1833,2,70,1,,palestro
50,2100,3,130,2,R,palestro
51,1666,2,50,1,A,palestro
52,1918,2,45,1,2,palestro
53,4400,5+,220,3+,1,palestro
54,4500,5,220,3,1,palestro
55,1920,2,42,1,2,palestro
56,4416,4,230,3,1,palestro
57,2667,3,110,2,2,palestro
58,4417,5,220,3,1,palestro
59,2667,3,110,2,2,palestro
60,2200,1,78,1,4,palestro
61,2000,2,60,1,1,palestro
62,2666,2,110,,2,palestro
63,,5+,590,3+,,palestro
64,2500,3,75,1,7,palestro
65,4583,5,220,3,1,palestro
66,4416,4,220,3,1,palestro
67,3500,4,150,3+,3,palestro
68,3000,3,110,2,,palestro
69,5042,4,220,3+,,palestro
70,5142,4,220,3,,palestro
71,2600,3,110,2,2,palestro
72,2000,3,80,1,A,palestro
73,890,,35,1,T,palestro
74,2666,3,110,2,2,palestro
75,7200,4,200,2,A,palestro
76,2500,3,116,2,5,palestro
77,4400,4,220,3+,1,palestro
78,3500,4,150,2,3,palestro
79,3750,3,182,2,3,palestro
80,2450,3,95,2,2,palestro
81,1500,2,80,1,R,palestro
82,4585,5+,220,3,2,palestro
83,3500,5,150,3,3,palestro
84,4600,5,220,2,,palestro
85,1000,1,25,1,7,palestro
86,4580,4,220,2,2,palestro
87,1500,2,50,1,1,palestro
88,1916,2,42,1,1,palestro
89,3500,3,100,2,2,palestro
90,4583,5+,220,3,1,palestro
91,1000,1,25,2,7,palestro
92,2500,3,116,2,5,palestro
93,1500,2,50,1,1,palestro
94,2350,3,125,2,2,palestro
95,4000,3,100,2,2,palestro
96,86400,4,228,,,palestro
97,4584,5,220,3,1,palestro
98,2500,3,116,2,5,palestro
99,4580,5,220,3,,palestro
100,4400,4,170,2,1,palestro
101,2800,3,97,1,R,palestro
102,,5+,549,3+,,palestro
103,2500,3,98,2,5,palestro
104,2500,3,115,2,5,palestro
105,2200,3,140,2,6,palestro
106,2500,3,116,2,5,palestro
107,2500,3,116,2,5,palestro
108,2500,3,120,2,5,palestro
109,2500,3,115,2,5,palestro
110,1000,1,25,1,7,palestro
111,2500,3,113,2,5,palestro
112,2500,3,116,,,palestro
113,6916,5,200,3+,A,palestro
114,1700,2,75,2,2,palestro
115,2150,3,80,1,2,palestro
116,,5+,600,3+,,palestro
117,3000,3,120,2,2,palestro
118,5833,5,200,3,3,palestro
119,2100,3,105,2,R,palestro
120,5833,5,200,3,3,palestro
121,3500,4,150,2,3,palestro
122,6916,4,200,3,5,palestro
123,1850,1,30,1,5,palestro
124,6900,5,200,3,A,palestro
125,1000,1,25,1,,palestro
126,2750,3,85,1,3,palestro
127,3500,4,150,2,A,palestro
128,2000,3,80,1,,palestro
129,3500,4,150,2,3,palestro
130,1916,,42,,1,palestro
131,3500,4,150,2,3,palestro
132,2100,2,80,1,2,palestro
133,2680,3,93,2,4,palestro
134,1900,2,42,1,1,palestro
135,1916,2,42,1,1,palestro
136,3500,4,150,2,3,palestro
137,7500,4,205,3+,A,palestro
138,4400,4,170,2,1,palestro
139,,4,169,3+,,palestro
140,2500,2,65,1,2,palestro
141,7500,5+,300,3+,A,palestro
142,2000,2,55,1,,palestro
143,6000,5+,240,3,1,palestro
144,3500,4,150,2,3,palestro
145,7500,5,200,3,5,palestro
146,3500,4,190,3,3,palestro
147,2500,3,134,2,2,palestro
148,1833,2,85,1,3,palestro
149,2500,2,60,2,A,palestro
150,6700,5+,320,3,3,palestro
151,4083,5,240,3,3,palestro
152,1917,2,42,1,1,palestro
153,2167,2,59,1,1,palestro
154,5834,5,200,3+,3,palestro
155,5400,5+,210,3,A,palestro
156,5000,4,200,3+,2,palestro
157,5000,4,180,3,2,palestro
158,3500,4,150,2,3,palestro
159,4000,3,100,2,2,palestro
160,5000,4,180,3,2,palestro
161,6915,5+,200,3+,A,palestro
162,2500,3,115,1,5,palestro
163,6900,5+,200,3+,A,palestro
164,4500,5,180,3,2,palestro
165,1916,2,42,1,1,palestro
166,15000,5+,600,3+,4,palestro
167,4580,5,250,3,2,palestro
168,7500,4,200,3+,A,palestro
169,3500,4,150,3,3,palestro
170,7500,5+,200,3+,5,palestro
171,7500,5+,210,3+,A,palestro
172,3500,5,150,2,3,palestro
173,3500,4,180,2,1,palestro
174,7500,5,308,3+,5,palestro
175,5500,5+,300,3,A,palestro
176,3500,4,150,2,3,palestro
177,2666,3,110,2,2,palestro
178,3500,4,150,2,A,palestro
179,,5+,600,3+,,palestro
180,3500,4,150,2,3,palestro
181,4416,5,220,3+,1,palestro
182,7500,5+,315,3+,A,palestro
183,6500,5,185,3,A,palestro
184,4400,4,220,3+,1,palestro
185,3500,4,150,2,3,palestro
186,2416,3,120,2,3,palestro
187,2083,3,100,1,4,palestro
188,2083,2,100,1,4,palestro
189,3500,5+,150,2,3,palestro
190,3500,4,150,2,3,palestro
191,3500,4,150,2,3,palestro
192,3500,5+,150,2,3,palestro
193,3500,5,150,2,3,palestro
194,,5+,625,3+,,palestro
195,3665,5,220,3,3,palestro
196,3350,3,145,2,3,palestro
197,3330,3,140,2,6,palestro
198,3500,3,110,2,2,palestro
199,3500,3,130,2,3,palestro
200,3000,3,130,2,A,palestro
201,4400,5,220,3,,palestro
202,5800,5+,300,3,2,palestro
203,4125,4,150,2,,palestro
204,5000,4,150,3,,palestro
205,3500,4,170,2,3,palestro
206,8750,5+,360,3+,,palestro
207,3330,3,150,2,6,palestro
208,6200,5+,350,3,2,palestro
209,6200,5+,350,3,2,palestro
210,6500,5+,260,3+,A,palestro
211,6750,5+,284,3+,4,palestro
212,3000,4,145,2,A,palestro
213,1850,2,45,1,4,palestro
214,1850,2,43,1,2,palestro
215,4583,5+,220,3,1,palestro
216,4100,5+,220,3,1,palestro
217,4583,5,250,3+,A,palestro
218,5416,5,190,2,1,palestro
219,4400,5+,240,3,1,palestro
220,3166,5,140,2,5,palestro
221,8750,5+,360,3+,A,palestro
222,2500,3,115,2,A,palestro
0,2000,4,120,2,5,guastalla
1,2750,3,110,2,5,guastalla
2,2000,4,130,2,6,guastalla
3,2050,4,130,3,6,guastalla
4,1600,2,55,1,5,guastalla
5,1100,2,70,1,1,guastalla
6,2800,4,150,2,,guastalla
7,2400,3,100,2,A,guastalla
8,1966,3,120,2,6,guastalla
9,1700,3,105,2,4,guastalla
10,4167,5,250,,2,guastalla
11,1200,2,70,1,1,guastalla
12,1575,2,50,1,5,guastalla
13,1700,2,60,1,5,guastalla
14,1083,2,55,1,1,guastalla
15,2590,5,140,2,5,guastalla
16,1700,2,50,1,,guastalla
17,2170,3,130,2,6,guastalla
18,2600,3,110,2,2,guastalla
19,1400,2,70,1,1,guastalla
20,2750,3,120,2,5,guastalla
21,2167,3,130,2,6,guastalla
22,1200,2,55,1,1,guastalla
23,1550,2,50,2,4,guastalla
24,2700,4,150,2,5,guastalla
0,2700,2,80,1,3,moscova
1,1550,2,50,1,1,moscova
2,1000,2,50,1,1,moscova
3,2200,3,80,2,6,moscova
4,950,1,48,1,,moscova
5,1700,2,55,1,1,moscova
6,2200,3,75,2,,moscova
7,2916,4,105,3,1,moscova
8,1300,1,38,1,7,moscova
9,2200,3,70,2,A,moscova
10,3000,4,100,2,A,moscova
11,1000,1,35,1,3,moscova
12,2916,4,102,3,1,moscova
13,1300,2,50,1,1,moscova
14,4583,5+,250,2,,moscova
15,5250,4,171,3,3,moscova
16,3300,4,160,2,4,moscova
17,950,1,25,1,7,moscova
18,1100,1,30,1,3,moscova
19,1000,1,20,1,A,moscova
20,1000,1,35,1,R,moscova
21,2917,4,105,3,1,moscova
22,1600,2,54,1,3,moscova
23,1350,2,55,1,5,moscova
24,1000,2,35,1,3,moscova
25,1700,2,83,1,11+,moscova
26,2500,3,130,2,2,moscova
27,1000,1,40,1,1,moscova
28,3000,3,140,2,7,moscova
29,14000,5,317,3+,7,moscova
30,2200,3,110,2,2,moscova
31,1670,2,82,1,3,moscova
32,1500,2,50,1,5,moscova
33,2200,3,70,2,5,moscova
34,3100,3,95,1,2,moscova
35,4900,5+,220,2,8,moscova
36,1350,2,45,1,3,moscova
37,1430,2,50,1,3,moscova
38,1200,1,45,1,1,moscova
39,1700,2,53,1,4,moscova
40,1600,2,60,1,3,moscova
41,1700,2,83,1,11+,moscova
42,2920,4,102,3,1,moscova
43,4167,5+,200,,A,moscova
44,2250,2,90,2,1,moscova
45,950,3,90,1,3,moscova
46,2250,3,115,2,,moscova
47,7500,4,153,2,1,moscova
48,5500,3,128,2,1,moscova
49,18000,5,350,3+,5,moscova
50,2200,3,75,2,A,moscova
51,3000,3,110,2,3,moscova
52,2100,2,65,1,3,moscova
53,2200,3,76,2,5,moscova
54,2200,3,80,2,,moscova
55,2500,3,110,2,A,moscova
56,2250,3,70,1,3,moscova
57,2200,3,70,2,5,moscova
58,2200,3,65,2,5,moscova
59,1400,1,35,1,3,moscova
60,2200,3,70,2,A,moscova
61,1400,2,45,1,3,moscova
62,2600,3,94,1,3,moscova
63,2916,4,105,3,1,moscova
64,2800,2,69,1,2,moscova
65,3600,3,101,2,2,moscova
66,2000,2,60,1,,moscova
67,2960,4,110,3,1,moscova
68,2916,4,102,3,1,moscova
69,2916,4,115,3,1,moscova
70,2917,4,102,3,1,moscova
71,2920,3,120,2,1,moscova
72,2920,4,105,3,1,moscova
73,2900,3,114,3,1,moscova
74,2050,2,55,1,2,moscova
75,2900,3,130,1,4,moscova
76,2100,2,62,1,3,moscova
77,1000,1,35,1,3,moscova
78,2400,3,120,1,4,moscova
79,1000,2,35,1,3,moscova
80,2500,3,120,2,4,moscova
81,1100,2,50,1,2,moscova
82,1100,1,25,1,T,moscova
83,1592,1,25,1,3,moscova
84,1300,1,35,1,,moscova
85,3660,4,185,3,2,moscova
86,2700,2,75,1,7,moscova
87,2100,3,90,1,2,moscova
88,900,1,35,1,R,moscova
89,1000,2,35,1,3,moscova
90,2750,5,105,2,2,moscova
91,1700,2,65,1,1,moscova
92,2600,3,90,2,2,moscova
93,2500,3,90,2,2,moscova
94,2500,2,50,1,2,moscova
95,1600,2,70,1,3,moscova
96,2917,4,105,3,1,moscova
97,10800,5+,400,3+,,moscova
98,900,1,35,1,R,moscova
99,7500,5+,260,3+,,moscova
0,4000,5,250,3,4,porta-nuova
1,3500,2,78,1,4,porta-nuova
2,1950,3,99,2,3,porta-nuova
3,950,1,48,1,,porta-nuova
4,3830,4,210,2,A,porta-nuova
5,3750,4,185,3,5,porta-nuova
6,1850,2,55,1,4,porta-nuova
7,1300,1,38,1,7,porta-nuova
8,3750,4,185,3,5,porta-nuova
9,3750,4,185,3,,porta-nuova
10,1000,1,35,1,3,porta-nuova
11,1500,2,50,1,,porta-nuova
12,1600,2,50,1,T,porta-nuova
13,1100,2,45,1,R,porta-nuova
14,5250,4,171,3,3,porta-nuova
15,1600,2,50,1,1,porta-nuova
16,1100,2,45,1,R,porta-nuova
17,2500,3,110,2,1,porta-nuova
18,4584,5,200,3,3,porta-nuova
19,2000,2,60,1,3,porta-nuova
20,4416,5,200,3,1,porta-nuova
21,,5+,200,3,3,porta-nuova
22,5000,5+,282,3+,2,porta-nuova
23,3830,5,210,2,A,porta-nuova
24,2500,3,130,2,2,porta-nuova
0,1250,2,65,1,2,fiera
1,1000,2,50,1,6,fiera
2,1600,3,90,1,3,fiera
3,850,1,60,1,1,fiera
4,7500,5+,350,3+,,fiera
5,1000,1,53,1,T,fiera
6,1050,2,65,1,4,fiera
7,850,1,30,1,R,fiera
8,850,1,30,1,T,fiera
9,1790,1,30,1,,fiera
10,1750,3,75,1,R,fiera
11,1175,2,48,1,3,fiera
12,2916,3,136,2,6,fiera
13,1500,3,90,1,2,fiera
14,650,1,25,1,2,fiera
15,3950,5+,245,3,3,fiera
16,1100,3,50,1,2,fiera
17,1200,3,55,1,2,fiera
18,1140,2,70,1,1,fiera
19,2000,3,110,2,2,fiera
20,,5+,320,3+,5,fiera
21,1450,3,65,1,3,fiera
22,1500,3,110,,3,fiera
23,2500,5,147,2,4,fiera
24,2000,5,170,2,A,fiera
25,1250,2,65,1,2,fiera
26,1000,2,50,1,6,fiera
27,1600,3,90,1,3,fiera
28,850,1,60,1,1,fiera
29,7500,5+,350,3+,,fiera
30,1000,1,53,1,T,fiera
31,1050,2,65,1,4,fiera
32,850,1,30,1,R,fiera
33,850,1,30,1,T,fiera
34,1790,1,30,1,,fiera
35,1750,3,75,1,R,fiera
36,1175,2,48,1,3,fiera
37,2916,3,136,2,6,fiera
38,1500,3,90,1,2,fiera
39,650,1,25,1,2,fiera
40,3950,5+,245,3,3,fiera
41,1100,3,50,1,2,fiera
42,1200,3,55,1,2,fiera
43,1140,2,70,1,1,fiera
44,2000,3,110,2,2,fiera
45,,5+,320,3+,5,fiera
46,1450,3,65,1,3,fiera
47,1500,3,110,,3,fiera
48,2500,5,147,2,4,fiera
49,2000,5,170,2,A,fiera
50,1250,2,65,1,2,fiera
51,1000,2,50,1,6,fiera
52,1600,3,90,1,3,fiera
53,850,1,60,1,1,fiera
54,7500,5+,350,3+,,fiera
55,1000,1,53,1,T,fiera
56,1050,2,65,1,4,fiera
57,850,1,30,1,R,fiera
58,850,1,30,1,T,fiera
59,1790,1,30,1,,fiera
60,1750,3,75,1,R,fiera
61,1175,2,48,1,3,fiera
62,2916,3,136,2,6,fiera
63,1500,3,90,1,2,fiera
64,650,1,25,1,2,fiera
65,3950,5+,245,3,3,fiera
66,1100,3,50,1,2,fiera
67,1200,3,55,1,2,fiera
68,1140,2,70,1,1,fiera
69,2000,3,110,2,2,fiera
70,,5+,320,3+,5,fiera
71,1450,3,65,1,3,fiera
72,1500,3,110,,3,fiera
73,2500,5,147,2,4,fiera
74,2000,5,170,2,A,fiera
75,1250,2,65,1,2,fiera
76,1000,2,50,1,6,fiera
77,1600,3,90,1,3,fiera
78,850,1,60,1,1,fiera
79,7500,5+,350,3+,,fiera
80,1000,1,53,1,T,fiera
81,1050,2,65,1,4,fiera
82,850,1,30,1,R,fiera
83,850,1,30,1,T,fiera
84,1790,1,30,1,,fiera
85,1750,3,75,1,R,fiera
86,1175,2,48,1,3,fiera
87,2916,3,136,2,6,fiera
88,1500,3,90,1,2,fiera
89,650,1,25,1,2,fiera
90,3950,5+,245,3,3,fiera
91,1100,3,50,1,2,fiera
92,1200,3,55,1,2,fiera
93,1140,2,70,1,1,fiera
94,2000,3,110,2,2,fiera
95,,5+,320,3+,5,fiera
96,1450,3,65,1,3,fiera
97,1500,3,110,,3,fiera
98,2500,5,147,2,4,fiera
99,2000,5,170,2,A,fiera
100,1250,2,65,1,2,fiera
101,1000,2,50,1,6,fiera
102,1600,3,90,1,3,fiera
103,850,1,60,1,1,fiera
104,7500,5+,350,3+,,fiera
105,1000,1,53,1,T,fiera
106,1050,2,65,1,4,fiera
107,850,1,30,1,R,fiera
108,850,1,30,1,T,fiera
109,1790,1,30,1,,fiera
110,1750,3,75,1,R,fiera
111,1175,2,48,1,3,fiera
112,2916,3,136,2,6,fiera
113,1500,3,90,1,2,fiera
114,650,1,25,1,2,fiera
115,3950,5+,245,3,3,fiera
116,1100,3,50,1,2,fiera
117,1200,3,55,1,2,fiera
118,1140,2,70,1,1,fiera
119,2000,3,110,2,2,fiera
120,,5+,320,3+,5,fiera
121,1450,3,65,1,3,fiera
122,1500,3,110,,3,fiera
123,2500,5,147,2,4,fiera
124,2000,5,170,2,A,fiera
125,1250,2,65,1,2,fiera
126,1000,2,50,1,6,fiera
127,1600,3,90,1,3,fiera
128,850,1,60,1,1,fiera
129,7500,5+,350,3+,,fiera
130,1000,1,53,1,T,fiera
131,1050,2,65,1,4,fiera
132,850,1,30,1,R,fiera
133,850,1,30,1,T,fiera
134,1790,1,30,1,,fiera
135,1750,3,75,1,R,fiera
136,1175,2,48,1,3,fiera
137,2916,3,136,2,6,fiera
138,1500,3,90,1,2,fiera
139,650,1,25,1,2,fiera
140,3950,5+,245,3,3,fiera
141,1100,3,50,1,2,fiera
142,1200,3,55,1,2,fiera
143,1140,2,70,1,1,fiera
144,2000,3,110,2,2,fiera
145,,5+,320,3+,5,fiera
146,1450,3,65,1,3,fiera
147,1500,3,110,,3,fiera
148,2500,5,147,2,4,fiera
149,2000,5,170,2,A,fiera
150,1250,2,65,1,2,fiera
151,1000,2,50,1,6,fiera
152,1600,3,90,1,3,fiera
153,850,1,60,1,1,fiera
154,7500,5+,350,3+,,fiera
155,1000,1,53,1,T,fiera
156,1050,2,65,1,4,fiera
157,850,1,30,1,R,fiera
158,850,1,30,1,T,fiera
159,1790,1,30,1,,fiera
160,1750,3,75,1,R,fiera
161,1175,2,48,1,3,fiera
162,2916,3,136,2,6,fiera
163,1500,3,90,1,2,fiera
164,650,1,25,1,2,fiera
165,3950,5+,245,3,3,fiera
166,1100,3,50,1,2,fiera
167,1200,3,55,1,2,fiera
168,1140,2,70,1,1,fiera
169,2000,3,110,2,2,fiera
170,,5+,320,3+,5,fiera
171,1450,3,65,1,3,fiera
172,1500,3,110,,3,fiera
173,2500,5,147,2,4,fiera
174,2000,5,170,2,A,fiera
0,1250,2,65,1,2,sempione
1,850,1,60,1,1,sempione
2,1790,1,30,1,,sempione
3,1750,3,75,1,R,sempione
4,1175,2,48,1,3,sempione
5,3950,5+,245,3,3,sempione
6,,5+,320,3+,5,sempione
7,1450,3,65,1,3,sempione
8,2500,5,147,2,4,sempione
9,2750,5+,240,3+,3,sempione
10,1300,2,70,1,4,sempione
11,850,2,70,1,1,sempione
12,2150,4,145,2,,sempione
13,770,1,25,,,sempione
14,1500,2,75,1,7,sempione
15,1150,2,60,1,2,sempione
16,1300,2,65,1,T,sempione
17,1050,1,40,1,3,sempione
18,1150,2,55,1,2,sempione
19,2350,5,210,3,8,sempione
20,1700,3,125,2,3,sempione
21,980,2,28,1,,sempione
22,1250,2,77,1,2,sempione
23,1250,2,60,1,2,sempione
24,115000,,13.000,,,sempione
25,1200,3,85,1,1,sempione
26,2917,4,140,2,3,sempione
27,1050,2,65,,T,sempione
28,950,1,40,1,1,sempione
29,1400,2,60,1,1,sempione
30,874,2,80,2,5,sempione
31,2600,3,110,1,R,sempione
32,2400,4,120,3,A,sempione
33,1900,4,130,2,,sempione
34,1600,3,115,1,6,sempione
35,1250,2,50,1,1,sempione
36,2075,2,90,1,A,sempione
37,750,1,25,1,1,sempione
38,1650,3,130,2,3,sempione
39,2900,3,90,1,R,sempione
40,3000,4,140,2,,sempione
41,1300,2,75,1,6,sempione
42,3600,5,210,2,3,sempione
43,1200,2,90,1,3,sempione
44,1700,2,58,1,2,sempione
45,2200,5,135,2,6,sempione
46,3000,5,195,2,7,sempione
47,1450,3,95,1,,sempione
48,2500,2,65,1,1,sempione
49,800,2,68,1,,sempione
0,7500,5+,350,3+,,city-life
1,2916,3,136,2,6,city-life
2,1600,2,70,1,,city-life
3,7500,5+,350,3+,,city-life
4,6800,5+,252,3+,2,city-life
5,3500,4,145,2,9,city-life
0,1500,3,110,,3,portello
1,2000,5,170,2,A,portello
2,1800,3,100,2,6,portello
3,1000,2,45,1,1,portello
4,1200,2,73,1,2,portello
5,2000,5+,200,2,7,portello
6,950,2,52,1,2,portello
7,874,2,80,2,5,portello
8,1050,2,55,1,2,portello
9,2200,4,130,2,6,portello
10,1700,2,58,1,2,portello
11,900,2,70,1,6,portello
12,900,2,70,1,6,portello
0,700,1,25,1,1,navigli
1,900,1,40,1,1,navigli
2,650,1,30,1,,navigli
3,1500,2,55,1,T,navigli
4,1085,2,45,1,4,navigli
5,780,1,40,1,6,navigli
6,1416,2,60,1,4,navigli
7,650,1,15,1,4,navigli
8,1500,2,65,1,,navigli
9,1000,2,58,1,2,navigli
10,1500,2,50,1,2,navigli
11,1100,2,60,1,,navigli
12,950,2,65,1,R,navigli
13,1108,2,60,1,2,navigli
14,1200,2,65,1,6,navigli
15,900,2,40,1,2,navigli
16,800,1,35,1,R,navigli
17,1100,2,50,1,2,navigli
18,1550,2,84,1,,navigli
19,2400,3,62,1,4,navigli
20,1600,2,102,1,,navigli
21,1200,2,45,1,1,navigli
22,1200,1,65,1,,navigli
23,1300,3,80,1,2,navigli
24,800,2,58,1,3,navigli
25,700,1,25,1,1,navigli
26,900,1,40,1,1,navigli
27,650,1,30,1,,navigli
28,1500,2,55,1,T,navigli
29,1085,2,45,1,4,navigli
30,780,1,40,1,6,navigli
31,1416,2,60,1,4,navigli
32,650,1,15,1,4,navigli
33,1500,2,65,1,,navigli
34,1000,2,58,1,2,navigli
35,1500,2,50,1,2,navigli
36,1100,2,60,1,,navigli
37,950,2,65,1,R,navigli
38,1108,2,60,1,2,navigli
39,1200,2,65,1,6,navigli
40,900,2,40,1,2,navigli
41,800,1,35,1,R,navigli
42,1100,2,50,1,2,navigli
43,1550,2,84,1,,navigli
44,2400,3,62,1,4,navigli
45,1600,2,102,1,,navigli
46,1200,2,45,1,1,navigli
47,1200,1,65,1,,navigli
48,1300,3,80,1,2,navigli
49,800,2,58,1,3,navigli
50,700,1,25,1,1,navigli
51,900,1,40,1,1,navigli
52,650,1,30,1,,navigli
53,1500,2,55,1,T,navigli
54,1085,2,45,1,4,navigli
55,780,1,40,1,6,navigli
56,1416,2,60,1,4,navigli
57,650,1,15,1,4,navigli
58,1500,2,65,1,,navigli
59,1000,2,58,1,2,navigli
60,1500,2,50,1,2,navigli
61,1100,2,60,1,,navigli
62,950,2,65,1,R,navigli
63,1108,2,60,1,2,navigli
64,1200,2,65,1,6,navigli
65,900,2,40,1,2,navigli
66,800,1,35,1,R,navigli
67,1100,2,50,1,2,navigli
68,1550,2,84,1,,navigli
69,2400,3,62,1,4,navigli
70,1600,2,102,1,,navigli
71,1200,2,45,1,1,navigli
72,1200,1,65,1,,navigli
73,1300,3,80,1,2,navigli
74,800,2,58,1,3,navigli
75,700,1,25,1,1,navigli
76,900,1,40,1,1,navigli
77,650,1,30,1,,navigli
78,1500,2,55,1,T,navigli
79,1085,2,45,1,4,navigli
80,780,1,40,1,6,navigli
81,1416,2,60,1,4,navigli
82,650,1,15,1,4,navigli
83,1500,2,65,1,,navigli
84,1000,2,58,1,2,navigli
85,1500,2,50,1,2,navigli
86,1100,2,60,1,,navigli
87,950,2,65,1,R,navigli
88,1108,2,60,1,2,navigli
89,1200,2,65,1,6,navigli
90,900,2,40,1,2,navigli
91,800,1,35,1,R,navigli
92,1100,2,50,1,2,navigli
93,1550,2,84,1,,navigli
94,2400,3,62,1,4,navigli
95,1600,2,102,1,,navigli
96,1200,2,45,1,1,navigli
97,1200,1,65,1,,navigli
98,1300,3,80,1,2,navigli
99,800,2,58,1,3,navigli
0,1000,1,40,1,3,porta-romana
1,1130,2,65,1,1,porta-romana
2,2250,3,103,2,1,porta-romana
3,1250,2,55,1,A,porta-romana
4,3000,3,150,2,2,porta-romana
5,2800,5+,110,1,R,porta-romana
6,1500,3,65,1,R,porta-romana
7,1400,2,75,1,4,porta-romana
8,3000,3,130,2,2,porta-romana
9,3000,3,170,2,2,porta-romana
10,1335,2,98,1,A,porta-romana
11,2250,3,100,2,1,porta-romana
12,1250,1,55,1,1,porta-romana
13,1200,,95,1,S,porta-romana
14,1300,2,55,1,A,porta-romana
15,1800,3,105,,4,porta-romana
16,1100,2,45,1,3,porta-romana
17,2250,3,99,2,1,porta-romana
18,1250,1,56,1,1,porta-romana
19,834,2,55,1,1,porta-romana
20,1000,2,60,1,6,porta-romana
21,3000,3,170,2,2,porta-romana
22,860,2,60,1,3,porta-romana
23,1500,2,60,1,T,porta-romana
24,980,2,30,1,3,porta-romana
25,1000,1,40,1,3,porta-romana
26,1130,2,65,1,1,porta-romana
27,2250,3,103,2,1,porta-romana
28,1250,2,55,1,A,porta-romana
29,3000,3,150,2,2,porta-romana
30,2800,5+,110,1,R,porta-romana
31,1500,3,65,1,R,porta-romana
32,1400,2,75,1,4,porta-romana
33,3000,3,130,2,2,porta-romana
34,3000,3,170,2,2,porta-romana
35,1335,2,98,1,A,porta-romana
36,2250,3,100,2,1,porta-romana
37,1250,1,55,1,1,porta-romana
38,1200,,95,1,S,porta-romana
39,1300,2,55,1,A,porta-romana
40,1800,3,105,,4,porta-romana
41,1100,2,45,1,3,porta-romana
42,2250,3,99,2,1,porta-romana
43,1250,1,56,1,1,porta-romana
44,834,2,55,1,1,porta-romana
45,1000,2,60,1,6,porta-romana
46,3000,3,170,2,2,porta-romana
47,860,2,60,1,3,porta-romana
48,1500,2,60,1,T,porta-romana
49,980,2,30,1,3,porta-romana
50,1000,1,40,1,3,porta-romana
51,1130,2,65,1,1,porta-romana
52,2250,3,103,2,1,porta-romana
53,1250,2,55,1,A,porta-romana
54,3000,3,150,2,2,porta-romana
55,2800,5+,110,1,R,porta-romana
56,1500,3,65,1,R,porta-romana
57,1400,2,75,1,4,porta-romana
58,3000,3,130,2,2,porta-romana
59,3000,3,170,2,2,porta-romana
60,1335,2,98,1,A,porta-romana
61,2250,3,100,2,1,porta-romana
62,1250,1,55,1,1,porta-romana
63,1200,,95,1,S,porta-romana
64,1300,2,55,1,A,porta-romana
65,1800,3,105,,4,porta-romana
66,1100,2,45,1,3,porta-romana
67,2250,3,99,2,1,porta-romana
68,1250,1,56,1,1,porta-romana
69,834,2,55,1,1,porta-romana
70,1000,2,60,1,6,porta-romana
71,3000,3,170,2,2,porta-romana
72,860,2,60,1,3,porta-romana
73,1500,2,60,1,T,porta-romana
74,980,2,30,1,3,porta-romana
75,1000,1,40,1,3,porta-romana
76,1130,2,65,1,1,porta-romana
77,2250,3,103,2,1,porta-romana
78,1250,2,55,1,A,porta-romana
79,3000,3,150,2,2,porta-romana
80,2800,5+,110,1,R,porta-romana
81,1500,3,65,1,R,porta-romana
82,1400,2,75,1,4,porta-romana
83,3000,3,130,2,2,porta-romana
84,3000,3,170,2,2,porta-romana
85,1335,2,98,1,A,porta-romana
86,2250,3,100,2,1,porta-romana
87,1250,1,55,1,1,porta-romana
88,1200,,95,1,S,porta-romana
89,1300,2,55,1,A,porta-romana
90,1800,3,105,,4,porta-romana
91,1100,2,45,1,3,porta-romana
92,2250,3,99,2,1,porta-romana
93,1250,1,56,1,1,porta-romana
94,834,2,55,1,1,porta-romana
95,1000,2,60,1,6,porta-romana
96,3000,3,170,2,2,porta-romana
97,860,2,60,1,3,porta-romana
98,1500,2,60,1,T,porta-romana
99,980,2,30,1,3,porta-romana
0,1919,3,113,1,5,cadore
1,1167,3,80,1,7,cadore
2,2135,3,93,1,4,cadore
3,1920,4,113,1,A,cadore
4,1920,3,113,1,5,cadore
5,2135,3,98,1,,cadore
6,750,2,65,1,4,cadore
7,2135,3,110,1,,cadore
8,3000,4,165,2,6,cadore
9,3230,5+,180,2,2,cadore
10,1480,2,74,1,2,cadore
11,1920,3,115,1,5,cadore
12,1920,4,113,1,A,cadore
13,2080,3,108,1,4,cadore
14,1700,4,150,,,cadore
15,1550,3,82,1,2,cadore
