;contratto;zona;tipologia;superficie;locali;piano;tipo proprietà;prezzo;spese condominio;spese aggiuntive;anno di costruzione;stato;riscaldamento;climatizzazione;certificazione energetica;posti auto;spese riscaldamento;climatizzatore;classe energetica;link annuncio
3216;Affitto;san-salvario;Parziale proprietà, classe immobile media;200;5;4°;Intera proprietà;1400;300;;;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/77647128/
3217;Affitto;san-salvario;Parziale proprietà, classe immobile media;48;2;5°,;Intera proprietà;500;60;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/77601440/
3218;Affitto;san-salvario;Parziale proprietà, classe immobile media;110;4;2°;Intera proprietà;1480;148;;1890.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/77473350/
3219;Affitto;san-salvario;Parziale proprietà, classe immobile media;60;3;Piano;Intera proprietà;750;;;2018.0;nuovo/incostruzione;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/77424930/
3220;Affitto;san-salvario;Parziale proprietà, classe immobile media;53;2;2°;Intera proprietà;480;120;;1960.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/77425512/
3221;Affitto;san-salvario;Parziale proprietà, classe immobile media;25;1;1°;Intera proprietà;370;;;1931.0;buono/abitabile;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/77425534/
3222;Affitto;san-salvario;Parziale proprietà, classe immobile media;45;2;4°;Intera proprietà;450;;;1950.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/77403436/
3223;Affitto;san-salvario;Parziale proprietà, classe immobile media;35;1;5°;Intera proprietà;300;30;;1920.0;buono/abitabile;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/77350930/
3224;Affitto;san-salvario;Parziale proprietà, classe immobile media;70;3;1°;Intera proprietà;620;60;;1970.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/77178140/
3225;Affitto;san-salvario;Parziale proprietà, classe immobile media;91;3;1°;Intera proprietà;700;60;;1962.0;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/77162316/
3226;Affitto;san-salvario;Parziale proprietà, classe immobile media;30;1;2°;Intera proprietà;390;50;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/77125492/
3227;Affitto;san-salvario;Parziale proprietà, classe immobile media;30;2;2°;Classe immobile signorile;400;150;;1940.0;ottimo/ristrutturato;;;;;;None;;https://www.immobiliare.it/annunci/77063858/
3228;Affitto;san-salvario;Parziale proprietà, classe immobile media;100;3;Piano;Intera proprietà;Prezzo su richiesta;130;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/76869794/
3229;Affitto;san-salvario;Parziale proprietà, classe immobile media;50;2;Piano;Intera proprietà;600;35;;1968.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/76198636/
3230;Affitto;san-salvario;Parziale proprietà, classe immobile media;40;2;3°;Intera proprietà;600;25;;;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/76187876/
3231;Affitto;san-salvario;Parziale proprietà, classe immobile media;25 | commerciale 27;1;2°,;Intera proprietà;400;150;;1968.0;buono/abitabile;centralizzato;;;;;autonomo;F ;https://www.immobiliare.it/annunci/76019894/
3232;Affitto;san-salvario;Parziale proprietà, classe immobile media;25;1;4°;Intera proprietà;300;40;;1900.0;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/76027548/
3233;Affitto;san-salvario;Parziale proprietà, classe immobile media;80;3;Ultimo;Intera proprietà;540;30;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/75922808/
3234;Affitto;san-salvario;Parziale proprietà, classe immobile media;140;3;Piano;Intera proprietà;1400;200;;2011.0;nuovo/incostruzione;centralizzato;;;;;autonomo;A+;https://www.immobiliare.it/annunci/75712302/
3235;Affitto;san-salvario;Parziale proprietà, classe immobile media;45;1;1°;Intera proprietà;450;150;;1970.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/75691958/
3236;Affitto;san-salvario;Parziale proprietà, classe immobile media;20;1;;Intera proprietà;300;100;;;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/75667714/
3237;Affitto;san-salvario;Parziale proprietà, classe immobile media;70;3;4°;Intera proprietà;700;85;;1900.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;D ;https://www.immobiliare.it/annunci/75576552/
3238;Affitto;san-salvario;Parziale proprietà, classe immobile media;35;1;2°;Intera proprietà;500;70;;;ottimo/ristrutturato;;;;;;None;G ;https://www.immobiliare.it/annunci/75239794/
3239;Affitto;san-salvario;Parziale proprietà, classe immobile media;45;2;1°;Intera proprietà;500;50;;2019.0;ottimo/ristrutturato;autonomo;;;;;autonomo;A ;https://www.immobiliare.it/annunci/75198178/
3240;Affitto;san-salvario;Parziale proprietà, classe immobile media;160;5;4°;Intera proprietà;1500;120;;1970.0;buono/abitabile;;;;;;None;D ;https://www.immobiliare.it/annunci/74794916/
3241;Affitto;san-salvario;Parziale proprietà, classe immobile media;205;5;4°;Intera proprietà;1400;250;;1970.0;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/74579594/
3242;Affitto;san-salvario;Parziale proprietà, classe immobile media;240;5;4°;Intera proprietà;1500;100;;1930.0;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/74568974/
3243;Affitto;san-salvario;Parziale proprietà, classe immobile media;100;4;3°;;960;70;;;;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/74519924/
3244;Affitto;san-salvario;Parziale proprietà, classe immobile media;226;5;da;Intera proprietà;2100;230;;1950.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;D ;https://www.immobiliare.it/annunci/74304438/
3245;Affitto;san-salvario;Parziale proprietà, classe immobile media;50;2;;Intera proprietà;600;30;;2013.0;nuovo/incostruzione;autonomo;;;;;None;B ;https://www.immobiliare.it/annunci/73741274/
3246;Affitto;san-salvario;Parziale proprietà, classe immobile media;55;2;Piano;Intera proprietà;620;30;;2013.0;ottimo/ristrutturato;autonomo;;;;;None;B ;https://www.immobiliare.it/annunci/73741526/
3247;Affitto;san-salvario;Parziale proprietà, classe immobile media;60;2;7°;Intera proprietà;550;80;;;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/73132784/
3248;Affitto;san-salvario;Parziale proprietà, classe immobile media;33;1;Piano;Classe immobile media;570;30;;;nuovo/incostruzione;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/51055407/
3249;Affitto;san-salvario;Parziale proprietà, classe immobile media;120;4;1°;Intera proprietà;1200;120;;2002.0;nuovo/incostruzione;centralizzato;;;;;None;B ;https://www.immobiliare.it/annunci/72480392/
3250;Affitto;san-salvario;Parziale proprietà, classe immobile media;35;2;3°;Intera proprietà;350;30;;1960.0;buono/abitabile;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/72083858/
3251;Affitto;san-salvario;Parziale proprietà, classe immobile media;100;3;Ultimo;Intera proprietà;1100;108;;;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/71785016/
3252;Affitto;san-salvario;Parziale proprietà, classe immobile media;75;3;;Classe immobile signorile;700;60;;1968.0;;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/71771492/
3253;Affitto;san-salvario;Parziale proprietà, classe immobile media;130 | commerciale 150;4;da;Intera proprietà;2500;350;;2011.0;ottimo/ristrutturato;autonomo;;;;;autonomo;A ;https://www.immobiliare.it/annunci/71533296/
3254;Affitto;san-salvario;Parziale proprietà, classe immobile media;18;1;Ultimo;Intera proprietà;300;30;;1880.0;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/71489292/
3255;Affitto;san-salvario;Parziale proprietà, classe immobile media;164;4;2°,;Intera proprietà;2500;200;;2013.0;ottimo/ristrutturato;autonomo;;;;;centralizzato;A ;https://www.immobiliare.it/annunci/71292860/
3256;Affitto;san-salvario;Parziale proprietà, classe immobile media;45;2;3°;Intera proprietà;470;40;;1940.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/69622852/
3257;Affitto;san-salvario;Parziale proprietà, classe immobile media;90;3;2°;Intera proprietà;700;150;;;buono/abitabile;centralizzato;;;;;None;A3;https://www.immobiliare.it/annunci/68586099/
3258;Affitto;san-salvario;Parziale proprietà, classe immobile media;50;2;Piano;Intera proprietà;400;60;;1960.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/68004861/
3259;Affitto;san-salvario;Parziale proprietà, classe immobile media;30;2;3°;Intera proprietà;400;70;;1885.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/67903851/
3260;Affitto;san-salvario;Parziale proprietà, classe immobile media;85;3;2°;Intera proprietà;700;300;;1980.0;buono/abitabile;centralizzato;;;;;centralizzato;G ;https://www.immobiliare.it/annunci/67720493/
3261;Affitto;san-salvario;Parziale proprietà, classe immobile media;85;2;3°;Intera proprietà;1000;;;;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/62786540/
3262;Affitto;san-salvario;Parziale proprietà, classe immobile media;45;2;1°;;740;70;;;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/67102145/
3263;Affitto;san-salvario;Parziale proprietà, classe immobile media;100;3;7°;Intera proprietà;1100;70;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/66342377/
3264;Affitto;san-salvario;Parziale proprietà, classe immobile media;20;1;4°;Intera proprietà;380;20;;1940.0;ottimo/ristrutturato;autonomo;;;;;autonomo;;https://www.immobiliare.it/annunci/66243241/
3265;Affitto;san-salvario;Parziale proprietà, classe immobile media;70;3;Ultimo;Intera proprietà;Prezzo su richiesta;80;;1930.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/65890349/
3266;Affitto;san-salvario;Parziale proprietà, classe immobile media;42;2;2°,;Intera proprietà;550;;;1969.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;D ;https://www.immobiliare.it/annunci/65818527/
3267;Affitto;san-salvario;Parziale proprietà, classe immobile media;210;4;4°;Classe immobile signorile;1400;250;;;ottimo/ristrutturato;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/65316584/
3268;Affitto;san-salvario;Parziale proprietà, classe immobile media;30;1;4°;Intera proprietà;300;150;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/64232936/
3269;Affitto;san-salvario;Parziale proprietà, classe immobile media;65;1;5°;Intera proprietà;1000;100;;;ottimo/ristrutturato;autonomo;;;;;None;A ;https://www.immobiliare.it/annunci/64211184/
3270;Affitto;san-salvario;Parziale proprietà, classe immobile media;70;1;Piano;Immobile di lusso;700;50;;;ottimo/ristrutturato;autonomo;;;;;None;B ;https://www.immobiliare.it/annunci/63654404/
3271;Affitto;san-salvario;Parziale proprietà, classe immobile media;45;2;1°;;600;40;;1940.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/62794780/
3272;Affitto;san-salvario;Parziale proprietà, classe immobile media;50;2;4°;Intera proprietà;600;35;;1930.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/60310090/
3273;Affitto;san-salvario;Parziale proprietà, classe immobile media;50;1;4°;Intera proprietà;550;50;;;ottimo/ristrutturato;centralizzato;;;;;centralizzato;C ;https://www.immobiliare.it/annunci/59975808/
3274;Affitto;san-salvario;Parziale proprietà, classe immobile media;18;1;Ultimo;Intera proprietà;300;;;1850.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/59395520/
3275;Affitto;san-salvario;Parziale proprietà, classe immobile media;85;3;2°;Classe immobile signorile;850;250;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/57006182/
3276;Affitto;san-salvario;Parziale proprietà, classe immobile media;35;1;4°;Intera proprietà;700;35;;2015.0;nuovo/incostruzione;autonomo;;;;;None;A+;https://www.immobiliare.it/annunci/56111248/
3277;Affitto;san-salvario;Parziale proprietà, classe immobile media;250;5;6°;Intera proprietà;2000;700;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/53224315/
3278;Vendita;san-salvario;Parziale proprietà, classe immobile media;75;3;5°;Intera proprietà;160000;50;;1900.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/52266859/?inAffitto=1
3279;Affitto;san-salvario;Parziale proprietà, classe immobile media;38;1;8°;Intera proprietà;345;60;;1970.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/51965543/
3280;Affitto;san-salvario;Parziale proprietà, classe immobile media;45;1;Piano;Intera proprietà;730;30;;;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/50396755/
3281;Affitto;san-salvario;Parziale proprietà, classe immobile media;30;1;Piano;Classe immobile economica;280;30;;;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/45783728/
3282;Affitto;san-salvario;Parziale proprietà, classe immobile media;35;2;4°;Intera proprietà;370;60;;;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/42833099/
3283;Affitto;san-salvario;Parziale proprietà, classe immobile media;30;1;1°;Intera proprietà;450;40;;2012.0;ottimo/ristrutturato;autonomo;;;;;None;B ;https://www.immobiliare.it/annunci/80730853/
3284;Affitto;san-salvario;Parziale proprietà, classe immobile media;25;1;Ultimo;Intera proprietà;320;;;1976.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80725633/
3285;Affitto;san-salvario;Parziale proprietà, classe immobile media;78;4;1°;;400;;;2005.0;ottimo/ristrutturato;;;;;;None;D ;https://www.immobiliare.it/annunci/80137675/
3286;Affitto;san-salvario;Parziale proprietà, classe immobile media;45;2;1°;;400;;;1950.0;ottimo/ristrutturato;;;;;;None;F ;https://www.immobiliare.it/annunci/79833485/
3287;Affitto;san-salvario;Parziale proprietà, classe immobile media;20;2;Piano;;390;50;;;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/78859863/
3288;Affitto;san-salvario;Parziale proprietà, classe immobile media;155;4;1°;Intera proprietà;1280;150;;1900.0;ottimo/ristrutturato;;;;;;None;C ;https://www.immobiliare.it/annunci/78625431/
3289;Affitto;san-salvario;Parziale proprietà, classe immobile media;65;;3°;Intera proprietà;550;70;;;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/77791970/
3290;Affitto;san-salvario;Parziale proprietà, classe immobile media;100;3;3°;;1850;;;;;;;;;;autonomo;C ;https://www.immobiliare.it/annunci/69517896/
3291;Affitto;san-salvario;Parziale proprietà, classe immobile media;55;2;;Classe immobile signorile;900;;;;nuovo/incostruzione;;;;;;autonomo;C ;https://www.immobiliare.it/annunci/69517852/
3292;Affitto;san-salvario;Parziale proprietà, classe immobile media;46;2;;Immobile di lusso;750;;;;;;;;;;autonomo;C ;https://www.immobiliare.it/annunci/69517996/
3293;Affitto;santa-rita;Parziale proprietà, classe immobile media;50;2;4°;Intera proprietà;440;40;;1960.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;G ;https://www.immobiliare.it/annunci/80867809/
3294;Affitto;santa-rita;Parziale proprietà, classe immobile media;85;3;1°;;700;117;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/80862661/
3295;Affitto;santa-rita;Parziale proprietà, classe immobile media;75;4;1°;Intera proprietà;700;75;;1960.0;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80862643/
3296;Affitto;santa-rita;Parziale proprietà, classe immobile media;55;2;5°;Intera proprietà;470;60;;;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80844671/
3297;Affitto;santa-rita;Parziale proprietà, classe immobile media;70;3;7°;Intera proprietà;550;;;;ottimo/ristrutturato;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/80867383/
3298;Affitto;santa-rita;Parziale proprietà, classe immobile media;100;4;2°;Intera proprietà;700;85;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80867679/
3299;Affitto;santa-rita;Parziale proprietà, classe immobile media;50;2;Piano;Intera proprietà;370;29;;1970.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80836241/
3300;Affitto;santa-rita;Parziale proprietà, classe immobile media;65;2;5°;Intera proprietà;550;50;;1965.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80855281/
3301;Affitto;santa-rita;Parziale proprietà, classe immobile media;78;3;Piano;Intera proprietà;580;50;;1962.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80842777/
3302;Affitto;santa-rita;Parziale proprietà, classe immobile media;65;3;1°;Intera proprietà;520;150;;1962.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80836225/
3303;Affitto;santa-rita;Parziale proprietà, classe immobile media;80;3;3°;Intera proprietà;600;80;;;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80856807/
3304;Affitto;santa-rita;Parziale proprietà, classe immobile media;70;3;1°;Intera proprietà;490;50;;1930.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80853213/
3305;Affitto;santa-rita;Parziale proprietà, classe immobile media;45;2;5°;Intera proprietà;500;40;;1960.0;buono/abitabile;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/80844939/
3306;Affitto;santa-rita;Parziale proprietà, classe immobile media;70;3;9°;Intera proprietà;500;80;;1970.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80830627/
3307;Affitto;santa-rita;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;400;50;;;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/80828799/
3308;Affitto;santa-rita;Parziale proprietà, classe immobile media;110;4;5°;Intera proprietà;1200;170;;1950.0;ottimo/ristrutturato;;;;;;None;G ;https://www.immobiliare.it/annunci/80817911/
3309;Affitto;santa-rita;Parziale proprietà, classe immobile media;30;1;Ammezzato,;Intera proprietà;290;20;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80817865/
3310;Affitto;santa-rita;Parziale proprietà, classe immobile media;80;3;5°;Intera proprietà;600;;;;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80814371/
3311;Affitto;santa-rita;Parziale proprietà, classe immobile media;60;3;2°;Intera proprietà;850;60;;;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80826461/
3312;Affitto;santa-rita;Parziale proprietà, classe immobile media;90;3;1°;Multiproprietà;900;;;;buono/abitabile;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80803501/
3313;Affitto;santa-rita;Parziale proprietà, classe immobile media;94;3;da;Intera proprietà;750;75;;2020.0;nuovo/incostruzione;centralizzato;;;;;predisposizione impianto;A3;https://www.immobiliare.it/annunci/80796019/
3314;Affitto;santa-rita;Parziale proprietà, classe immobile media;100;4;2°;Intera proprietà;600;60;;1965.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80786889/
3315;Affitto;santa-rita;Parziale proprietà, classe immobile media;100;4;5°;Intera proprietà;700;;;1970.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80777709/
3316;Affitto;santa-rita;Parziale proprietà, classe immobile media;70;3;2°;Intera proprietà;850;90;;1930.0;buono/abitabile;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80762403/
3317;Affitto;santa-rita;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;460;50;;1960.0;buono/abitabile;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/80780365/
3318;Affitto;santa-rita;Parziale proprietà, classe immobile media;80;3;4°;Intera proprietà;725;75;;2000.0;ottimo/ristrutturato;autonomo;;;;;autonomo;;https://www.immobiliare.it/annunci/80779549/
3319;Affitto;santa-rita;Parziale proprietà, classe immobile media;80;3;2°;Intera proprietà;725;75;;2000.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80779725/
3320;Affitto;santa-rita;Parziale proprietà, classe immobile media;40;1;5°;Intera proprietà;380;40;;2000.0;ottimo/ristrutturato;autonomo;;;;;autonomo;;https://www.immobiliare.it/annunci/80779361/
3321;Affitto;santa-rita;Parziale proprietà, classe immobile media;80;3;;Intera proprietà;545;50;;;;;;;;;None;F ;https://www.immobiliare.it/annunci/80778785/
3322;Affitto;santa-rita;Parziale proprietà, classe immobile media;37;1;7°;Intera proprietà;410;;;;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80625339/
3323;Affitto;santa-rita;Parziale proprietà, classe immobile media;80;2;5°;Intera proprietà;500;58;;;;;;;;;None;;https://www.immobiliare.it/annunci/80762431/
3324;Affitto;santa-rita;Parziale proprietà, classe immobile media;80;4;1°;Intera proprietà;750;70;;1939.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80738377/
3325;Affitto;santa-rita;Parziale proprietà, classe immobile media;55;2;9°;Intera proprietà;430;50;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80716233/
3326;Affitto;santa-rita;Parziale proprietà, classe immobile media;55;2;1°;Intera proprietà;380;60;;1950.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80740025/
3327;Affitto;santa-rita;Parziale proprietà, classe immobile media;49 | commerciale 51;2;4°;Intera proprietà;426;50;;1958.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80730797/
3328;Affitto;santa-rita;Parziale proprietà, classe immobile media;80;3;4°;Intera proprietà;830;70;;;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80745695/
3329;Affitto;santa-rita;Parziale proprietà, classe immobile media;55;2;4°;Intera proprietà;378;50;;1965.0;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80734661/
3330;Affitto;santa-rita;Parziale proprietà, classe immobile media;60;2;4°;Intera proprietà;400;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80752503/
3331;Affitto;santa-rita;Parziale proprietà, classe immobile media;85;3;3°;Intera proprietà;500;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80752799/
3332;Affitto;santa-rita;Parziale proprietà, classe immobile media;50;1;3°;Intera proprietà;550;;;;ottimo/ristrutturato;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/80756789/
3333;Affitto;santa-rita;Parziale proprietà, classe immobile media;60;2;;Intera proprietà;430;65;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80730733/
3334;Affitto;santa-rita;Parziale proprietà, classe immobile media;60;2;6°;Intera proprietà;360;50;;1960.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80705775/
3335;Affitto;santa-rita;Parziale proprietà, classe immobile media;87;3;1°;Intera proprietà;570;90;;;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80695211/
3336;Affitto;santa-rita;Parziale proprietà, classe immobile media;75;3;5°;;600;;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80677233/
3337;Affitto;santa-rita;Parziale proprietà, classe immobile media;160;4;3°;Intera proprietà;1400;;;;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80671447/
3338;Affitto;santa-rita;Parziale proprietà, classe immobile media;90;4;1°;Intera proprietà;650;58;;;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80665729/
3339;Affitto;santa-rita;Parziale proprietà, classe immobile media;74;3;Scantinato,;;520;70;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80664773/
3340;Affitto;santa-rita;Parziale proprietà, classe immobile media;54;2;4°;Intera proprietà;69000;45;;1950.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80636025/
3341;Affitto;santa-rita;Parziale proprietà, classe immobile media;80;3;6°;Intera proprietà;520;80;;1967.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80607965/
3342;Affitto;santa-rita;Parziale proprietà, classe immobile media;85;3;2°;Intera proprietà;650;;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80609165/
3343;Affitto;santa-rita;Parziale proprietà, classe immobile media;45;2;5°;Intera proprietà;380;50;;1927.0;buono/abitabile;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80596555/
3344;Affitto;santa-rita;Parziale proprietà, classe immobile media;75;3;1°;Intera proprietà;650;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80602209/
3345;Affitto;santa-rita;Parziale proprietà, classe immobile media;45;2;Piano;Intera proprietà;410;50;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80552865/
3346;Affitto;santa-rita;Parziale proprietà, classe immobile media;90;3;Piano;Intera proprietà;550;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80553941/
3347;Affitto;santa-rita;Parziale proprietà, classe immobile media;40;2;Piano;Intera proprietà;500;50;;1950.0;buono/abitabile;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80553725/
3348;Affitto;santa-rita;Parziale proprietà, classe immobile media;60;2;1°;Classe immobile media;450;50;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80540359/
3349;Affitto;santa-rita;Parziale proprietà, classe immobile media;75;3;4°;Intera proprietà;460;60;;1950.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80541975/
3350;Affitto;santa-rita;Parziale proprietà, classe immobile media;55;2;1°;Classe immobile signorile;530;60;;2016.0;nuovo/incostruzione;centralizzato;;;;;None;A2;https://www.immobiliare.it/annunci/80531061/
3351;Affitto;santa-rita;Parziale proprietà, classe immobile media;154;5;2°;Intera proprietà;Prezzo su richiesta;;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80538607/
3352;Affitto;santa-rita;Parziale proprietà, classe immobile media;45;2;Ultimo;Intera proprietà;490;35;;;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80531499/
3353;Affitto;santa-rita;Parziale proprietà, classe immobile media;120;4;;;800;130;;;;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80538491/
3354;Affitto;santa-rita;Parziale proprietà, classe immobile media;45;2;Ultimo;Intera proprietà;370;50;;;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80523387/
3355;Affitto;santa-rita;Parziale proprietà, classe immobile media;81;3;6°;Intera proprietà;500;70;;1960.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80502193/
