;riferimento e data annuncio;contratto;tipologia;superficie;locali;piano;totale piani edificio;disponibilità;tipo proprietà;altre caratteristiche;prezzo;spese condominio;informazioni catastali;anno di costruzione;stato;riscaldamento;classe energetica;immobile garantito;climatizzazione;spese aggiuntive;certificazione energetica;prestazione energetica del fabbricato;posti auto;indice prest. energetica rinnovabile;zona;links
0;monfalcone 25ARG - 05/06/2020;Affitto;Attico;70 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;6° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 700/mese;€ 29/mese;Classe A/3, rendita € 642;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a teleriscaldamento;;Dati certificabili, documentazione completa;Autonomo, freddo;;Esente;;;;santa-rita;https://www.immobiliare.it/annunci/80281677/
0;buenos aires p1;Affitto;Appartamento;130 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina semi abitabile;1° stabile, con ascensore;9 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 700/mese;€ 100/mese;;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;;;;;Esente;;;;santa-rita;https://www.immobiliare.it/annunci/80289419/
0;TO-A-822;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;4° stabile, con ascensore;7 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 530/mese;€ 50/mese;;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G 175,00 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80289879/
0;TO-A-919;Affitto;Appartamento;90 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;Ultimo stabile, con ascensore;10 piani;;Intera proprietà, classe immobile media;Taverna;€ 630/mese;€ 150/mese;;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G 175,00 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80294491/
0;EK-80291705 - 14/05/2020;Affitto;Appartamento;35 m²;2 locali, 1 bagno, cucina abitabile;Piano rialzato;;Libero;Classe immobile signorile;Cancello elettrico;€ 400/mese;€ 30/mese;;1960;Nuovo / In costruzione;Centralizzato, a radiatori, alimentato a metano;E 175,00 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80291705/
0;TO-A-768;Affitto;Appartamento;110 m²;5 (3 camere da letto, 2 altri), 1 bagno, cucina abitabile;4° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile media;Caminetto;€ 830/mese;€ 70/mese;;1950;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;E 175,00 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80275209/
0;EK-80276457 - 12/05/2020;Affitto;Appartamento;80 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;1° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 650/mese;€ 50/mese;Classe A/3;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a gas;G ≥ 175 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80276457/
0;40301593 - 10/06/2020;Affitto;Appartamento;93 m²;4 (3 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;4 piani;;Intera proprietà, classe immobile economica;Porta blindata;€ 940/mese;€ 100/mese;Classe A/3, rendita € 788;1965;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;D 111,80 kWh/m²anno;Dati certificabili, documentazione completa;;;;invernale;;111,80 kWh/m²anno;santa-rita;https://www.immobiliare.it/annunci/80214049/
0;TO-A-968;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Piano rialzato, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 450/mese;€ 45/mese;;1950;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G 175,00 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80221743/
0;TO-A-2176;Affitto;Terratetto unifamiliare;130 m²;5+ (5 camere da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile, con ascensore;6 piani;Libero;Parziale proprietà;Fibra ottica;€ 320/mese;€ 30/mese;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;;;;;Esente;;;;santa-rita;https://www.immobiliare.it/annunci/80211419/
0;via Filadelfia, quasi corso Agnelli - 06/05/2020;Affitto;Appartamento;125 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina cucinotto;5° stabile, con ascensore;7 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 750/mese;€ 90/mese;Classe A/3;1965;Ottimo / Ristrutturato;Centralizzato, a pavimento, alimentato a teleriscaldamento;;;;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/80171823/
0;TO-A-758;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Ultimo stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 550/mese;€ 40/mese;;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori;C 239,23 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80157477/
0;04 - 04/05/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;Piano terra, con accesso disabili;8 piani;Libero;Intera proprietà, classe immobile media;Esposizione interna;€ 450/mese;;;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;;;Autonomo;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/80133447/
0;EK-80134751 - 26/05/2020;Affitto;Appartamento;48 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;2° stabile, con ascensore;6 piani;;Intera proprietà, classe immobile media;Balcone;€ 400/mese;€ 75/mese;;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G 328,45 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80134751/
0;EK-80110689 - 04/05/2020;Affitto;Appartamento;65 m²;2 camere da letto, 1 bagno, cucina abitabile;4° stabile, con ascensore;;Libero;Intera proprietà;Balcone;€ 800/mese;;;;Buono / Abitabile;Centralizzato;F ;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80110689/
0;469 - 05/05/2020;Affitto;Appartamento;150 m²;5 (4 camere da letto, 1 altro), 2 bagni, cucina abitabile;4° stabile, con ascensore;5 piani;;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 900/mese;€ 135/mese;;1980;Ottimo / Ristrutturato;Centralizzato, a radiatori;F 250,77 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/80142009/
0;EL700 - 12/05/2020;Affitto;Appartamento;90 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;2° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 700/mese;€ 100/mese;Classe A/3, rendita € 857;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G ;;;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/79995457/
0;via ogliaro - 11/05/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;Piano rialzato;7 piani;;Intera proprietà, classe immobile media;Cancello elettrico;€ 400/mese;€ 30/mese;Classe A/3;1960;Buono / Abitabile;;G ≥ 175 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79969033/
0;1711769 - 27/05/2020;Affitto;Appartamento;100 m²;4 locali, 3+ bagni;;;;;Terrazza;€ 800/mese;;;;;;;;;;Non classificabile;;1 in garage/box, 1 all'esterno;;santa-rita;https://www.immobiliare.it/annunci/79911351/
0;BA618 -(691699) - 15/05/2020;Affitto;Appartamento;43 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Piano rialzato, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Esposizione interna;€ 430/mese;€ 30/mese;Classe A/3;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G 175,00 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79869407/
0;Frasca Immobiliare;Affitto;Appartamento;90 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;3 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 900/mese;€ 50/mese;Classe A/2;1970;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;C 123,00 kWh/m²anno;;Autonomo, freddo;;;;;;santa-rita;https://www.immobiliare.it/annunci/79840473/
0;Corso Sebastopoli 145 affitto - 29/05/2020;Affitto;Appartamento;41 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile;4 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 480/mese;€ 60/mese;Classe A/3, rendita € 403;1940;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G 319,91 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79779369/
0;BA617 -(691394) - 15/05/2020;Affitto;Appartamento;38 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Piano terra, con ascensore;9 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 420/mese;€ 30/mese;Classe A/3;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F 243,00 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79727005/
0;EK-79693711 - 01/06/2020;Affitto;Appartamento;56 m²;2 (1 camera da letto, 1 altro), 1 bagno;1° stabile, con ascensore;;Libero;Intera proprietà;Balcone;€ 430/mese;€ 50/mese;;;Buono / Abitabile;Centralizzato;E 150,00 kWh/m²anno;;;€ 50/mese;;;;;santa-rita;https://www.immobiliare.it/annunci/79693711/
0;EK-79687919 - 19/05/2020;Affitto;Appartamento;110 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile, con ascensore;7 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 700/mese;€ 80/mese;Classe A/3, rendita € 1.042;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a teleriscaldamento;E 242,18 kWh/m²anno;;Autonomo;;;;;;santa-rita;https://www.immobiliare.it/annunci/79687919/
0;EK-79687675 - 11/03/2020;Affitto;Appartamento;56 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;3 piani;;Intera proprietà, classe immobile signorile;Fibra ottica;€ 450/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;santa-rita;https://www.immobiliare.it/annunci/79687675/
0;0358 - 14/03/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;;5 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 366/mese;;Classe A/3, rendita € 551;1965;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo/caldo;;;;;;santa-rita;https://www.immobiliare.it/annunci/79676485/
0;Bilocale arredato - Corso Unione Sovietica;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;Piano rialzato, con ascensore;8 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 500/mese;€ 100/mese;Classe A/3, rendita € 550;1950;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;F 235,48 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79671101/
0;231 - 29/05/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;8 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 340/mese;€ 70/mese;;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;E 104,00 kWh/m²anno;;;;;invernale;;;santa-rita;https://www.immobiliare.it/annunci/79666495/
0;EK-79677133 - 12/05/2020;Affitto;Appartamento;60 m²;2 camere da letto, 1 bagno, cucina angolo cottura;9° stabile, con ascensore;9 piani;;Intera proprietà;Porta blindata;€ 580/mese;€ 50/mese;;1970;Buono / Abitabile;Centralizzato, a radiatori;D 168,00 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79677133/
0;9887 - 10/03/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore, con accesso disabili;6 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 550/mese;;;;Ottimo / Ristrutturato;Centralizzato;A+ ≥ 175 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79675765/
0;EK-79651519 - 09/03/2020;Affitto;Appartamento;70 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;3° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 700/mese;€ 45/mese;Classe A/3, rendita € 733;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F 265,87 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79651519/
0;EK-79653891 - 09/03/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile, con ascensore, con accesso disabili;6 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 390/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;santa-rita;https://www.immobiliare.it/annunci/79653891/
0;252 - 06/03/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;2° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 690/mese;€ 1.000/mese;Classe A/2, rendita € 1.380;1967;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;1 all'esterno;;santa-rita;https://www.immobiliare.it/annunci/79609113/
0;Via Gradisca 9 bilocali affitto - 06/03/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;1° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 530/mese;€ 45/mese;Classe A/3, rendita € 100;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;F 230,00 kWh/m²anno;;Predisposizione impianto;;;;1 in garage/box;;santa-rita;https://www.immobiliare.it/annunci/79610635/
0;Via Gradisca 9 loft - 06/03/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;1° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 500/mese;€ 45/mese;Classe A/3, rendita € 100;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;F 230,00 kWh/m²anno;;Predisposizione impianto;;;;1 in garage/box;;santa-rita;https://www.immobiliare.it/annunci/79610053/
0;BA378 -(573975) - 05/03/2020;Affitto;Appartamento;43 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;;;Libero;Intera proprietà;Balcone;€ 380/mese;€ 30/mese;;;Buono / Abitabile;Centralizzato, a radiatori;G 175,00 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79576177/
0;1221 - 17/04/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;6° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 370/mese;€ 60/mese;Classe A/3;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/79590189/
0;Guido Reni - 04/03/2020;Affitto;Appartamento;110 m²;5 (3 camere da letto, 2 altri), 2 bagni, cucina cucinotto;6° stabile, con ascensore, con accesso disabili;9 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 800/mese;€ 100/mese;Classe A/2;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;E 221,89 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;santa-rita;https://www.immobiliare.it/annunci/79529959/
0;AA963 -(690723) - 15/05/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina angolo cottura;5° stabile, con ascensore;7 piani;Libero;Intera proprietà;Armadio a muro;€ 617/mese;€ 170/mese;;1957;Ottimo / Ristrutturato;Centralizzato;E 96,00 kWh/m²anno;;;;;invernale;;;santa-rita;https://www.immobiliare.it/annunci/79482263/
0;EK-79466063 - 29/02/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Piano rialzato, con ascensore;9 piani;;Intera proprietà, classe immobile signorile;Fibra ottica;€ 600/mese;€ 30/mese;Classe A/3;;Ottimo / Ristrutturato;Centralizzato, a pavimento, alimentato a teleriscaldamento;E ≥ 175 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79466063/
0;252 - 28/02/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;3° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 690/mese;€ 1.000/mese;Classe A/2, rendita € 1.380;1967;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;1 all'esterno;;santa-rita;https://www.immobiliare.it/annunci/79439521/
0;A123 - 28/02/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;1° stabile;3 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 400/mese;€ 50/mese;Classe A/3, rendita € 279;1967;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;F ≥ 175 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79436235/
0;corso sebastopoli affitto - 21/02/2020;Affitto;Appartamento;85 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;9° stabile, con ascensore;10 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 700/mese;€ 70/mese;Classe A/3;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a gas;E 131,04 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79271809/
0;Corso Sebastopoli - 09/06/2020;Affitto;Appartamento;85 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;9° stabile, con ascensore, con accesso disabili;10 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 700/mese;€ 70/mese;;1970;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;E 131,04 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79264973/
0;CAPRERA29 - 08/05/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;4° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 800/mese;€ 50/mese;Classe A/3, rendita € 857;1955;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G 245,14 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;santa-rita;https://www.immobiliare.it/annunci/79247523/
0;EK-79217429 - 19/02/2020;Affitto;Attico;350 m²;5+ (4 camere da letto, 2 altri), 3+ bagni, cucina abitabile;7° stabile, con ascensore;7 piani;Libero;Intera proprietà;Cancello elettrico;Prezzo su richiesta;;;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;;;Autonomo;;In attesa di certificazione;;2 in garage/box, 1 all'esterno;;santa-rita;https://www.immobiliare.it/annunci/79217429/
0;EK-79157177 - 27/05/2020;Affitto;Appartamento;40 m²;1 camera da letto, 1 bagno, cucina cucinotto;2° stabile, con ascensore;5 piani;;Intera proprietà, classe immobile media;Porta blindata;€ 380/mese;€ 40/mese;;;Ottimo / Ristrutturato;;;;;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/79157177/
0;32351044-94 - 22/05/2020;Affitto;Appartamento;100 m²;4 (3 camere da letto, 1 altro), 2 bagni;Piano rialzato, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Arredato;€ 380/mese;€ 60/mese;;1958;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F 226,65 kWh/m²anno;;;;;invernale;;;santa-rita;https://www.immobiliare.it/annunci/79129399/
0;EK-79031045 - 13/02/2020;Affitto;Appartamento;70 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;7° stabile, con ascensore;7 piani;Libero;Intera proprietà, classe immobile signorile;Mansarda;€ 600/mese;€ 50/mese;Classe A/3, rendita € 1;1950;Ottimo / Ristrutturato;Autonomo, ad aria, alimentato a pompa di calore;E ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;santa-rita;https://www.immobiliare.it/annunci/79031045/
0;EK-78957659 - 10/02/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;4° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 430/mese;€ 50/mese;Classe A/3;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;;Autonomo;;;;;;santa-rita;https://www.immobiliare.it/annunci/78957659/
0;027LG982bilo_carando - 19/05/2020;Affitto;Appartamento;56 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;Scantinato, 1°, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 550/mese;€ 60/mese;;1950;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;;;Autonomo, freddo/caldo;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/78917895/
0;027LG982_carando - 19/05/2020;Affitto;Appartamento;56 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;Scantinato, 1°, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 290/mese;€ 60/mese;;1950;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;;;Autonomo, freddo/caldo;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/78908689/
0;181 - 13/05/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;5° stabile, con ascensore;6 piani;;Intera proprietà, classe immobile media;Balcone;€ 390/mese;€ 45/mese;Classe A/3, rendita € 642;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a teleriscaldamento;C 85,17 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/78845309/
0;SG - 08/06/2020;Affitto;Appartamento;72 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;2° stabile, con ascensore;7 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 950/mese;;Classe A/3;;Nuovo / In costruzione;Centralizzato, a radiatori, alimentato a metano;E 175,00 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo;;;;1 in garage/box;;santa-rita;https://www.immobiliare.it/annunci/78702915/
0;EK-78649045 - 29/02/2020;Affitto;Appartamento;70 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile, con ascensore;6 piani;;Intera proprietà, classe immobile signorile;Fibra ottica;€ 680/mese;€ 50/mese;Classe A/3;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a teleriscaldamento;E 167,31 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/78649045/
0;EK-78600697 - 28/04/2020;Affitto;Appartamento;90 m²;3 (1 camera da letto, 2 altri), 1 bagno;Piano rialzato;;Libero;Intera proprietà;Balcone;€ 560/mese;;;;Ottimo / Ristrutturato;Centralizzato;D ;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/78600697/
0;EK-78612841 - 27/01/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;4° stabile, con ascensore;7 piani;;Intera proprietà, classe immobile signorile;Balcone;€ 450/mese;€ 80/mese;;;Buono / Abitabile;Centralizzato, a radiatori;;;;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/78612841/
0;EK-78592329 - 24/04/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;3 piani;Libero;;Balcone;€ 460/mese;;;;Ottimo / Ristrutturato;Centralizzato;C ;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/78592329/
0;858 - 21/05/2020;Affitto;Mansarda;61 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;4° stabile, con ascensore;4 piani;Libero;Classe immobile signorile;Arredato;€ 600/mese;;Classe A/2, rendita € 501;;Ottimo / Ristrutturato;Centralizzato;;;;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/78513317/
0;16A20 - 19/05/2020;Affitto;Mansarda;35 m²;1 locale, 1 bagno, cucina angolo cottura;9° stabile;9 piani;;Intera proprietà, classe immobile signorile;Mansarda;€ 360/mese;€ 30/mese;Classe A/2, rendita € 275;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;;;;;;;;santa-rita;https://www.immobiliare.it/annunci/78486095/
0;EK-78455419 - 05/03/2020;Affitto;Appartamento;65 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina semi abitabile;Piano rialzato, con ascensore;6 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 400/mese;€ 50/mese;Classe A/3;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a teleriscaldamento;;;;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/78455419/
0;AFFITTO LOFT 16 - 06/05/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;1° stabile, con ascensore, con accesso disabili;1 piano;;Intera proprietà, classe immobile media;Cancello elettrico;€ 800/mese;;Classe A/2;2017;Nuovo / In costruzione;Centralizzato, ad aria, alimentato a pompa di calore;A3 ≥ 3,51 kWh/m²anno, edificio energia quasi zero;;Centralizzato, freddo/caldo;;;invernale;;;santa-rita;https://www.immobiliare.it/annunci/78388487/
0;EK-78359541 - 05/02/2020;Affitto;Appartamento;85 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;6° stabile, con ascensore;8 piani;Libero;Classe immobile signorile;Balcone;€ 620/mese;€ 80/mese;;;Buono / Abitabile;Centralizzato;;;;;In attesa di certificazione;;;;santa-rita;https://www.immobiliare.it/annunci/78359541/
