;riferimento e data annuncio;contratto;tipologia;superficie;locali;piano;totale piani edificio;disponibilità;tipo proprietà;altre caratteristiche;prezzo;spese condominio;informazioni catastali;anno di costruzione;stato;riscaldamento;classe energetica;immobile garantito;climatizzazione;spese aggiuntive;certificazione energetica;prestazione energetica del fabbricato;posti auto;indice prest. energetica rinnovabile;zona;links
0;EK-80827359 - 08/06/2020;Affitto;Appartamento;116 m²;4 (3 camere da letto, 1 altro), 3 bagni, cucina a vista;1° stabile, con ascensore;4 piani;Libero;Intera proprietà;VideoCitofono;€ 1.400/mese;€ 200/mese;;;;Autonomo, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80827359/
0;Agh - 08/06/2020;Affitto;Mansarda;50 m²;1 camera da letto, 1 bagno, cucina angolo cottura;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 600/mese;€ 60/mese;;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;Autonomo;;;;;;centro;https://www.immobiliare.it/annunci/80819349/
0;GR-02-20 - 08/06/2020;Affitto;Appartamento;58 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;Piano terra, con ascensore;3 piani;;Intera proprietà, classe immobile signorile;Esposizione interna;€ 550/mese;;Classe A/1;;Ottimo / Ristrutturato;Centralizzato;G ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80814831/
0;EK-80814177 - 08/06/2020;Affitto;Appartamento;30 m²;1 camera da letto, 1 bagno, cucina angolo cottura;4° stabile, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 340/mese;;Classe A/2;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;centro;https://www.immobiliare.it/annunci/80814177/
0;EK-80778921 - 08/06/2020;Affitto;Appartamento;65 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile;;Libero;Intera proprietà;Balcone;€ 670/mese;€ 110/mese;;;Buono / Abitabile;;C 140,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80778921/
0;EK-80826259 - 08/06/2020;Affitto;Appartamento;35 m²;1 camera da letto, 1 bagno, cucina angolo cottura;6° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 350/mese;;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80826259/
0;EK-80824783 - 08/06/2020;Affitto;Appartamento;30 m²;1 camera da letto, 1 bagno, cucina angolo cottura;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 340/mese;;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80824783/
0;EK-80824233 - 08/06/2020;Affitto;Appartamento;70 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 650/mese;;;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80824233/
0;EK-80825687 - 08/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;4 piani;Libero;Intera proprietà, classe immobile signorile;Esposizione esterna;€ 500/mese;€ 30/mese;;1900;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;E 269,63 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80825687/
0;EK-80813575 - 08/06/2020;Affitto;Appartamento;70 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;Piano rialzato;3 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 670/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;centro;https://www.immobiliare.it/annunci/80813575/
0;GR-01-20 - 10/06/2020;Affitto;Mansarda;30 m²;1 locale, 1 bagno;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Caminetto;€ 450/mese;;Classe A/2;;Ottimo / Ristrutturato;Autonomo;G ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80813843/
0;EK-80793849 - 08/06/2020;Affitto;Mansarda;25 m²;;5° stabile, con ascensore;5 piani;Libero;Intera proprietà;Arredato;€ 390/mese;€ 60/mese;;;Ottimo / Ristrutturato;Autonomo;;;;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80793849/
0;EK-80782847 - 08/06/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile, con ascensore;;Libero;Intera proprietà;Balcone;€ 480/mese;€ 110/mese;;;Buono / Abitabile;Centralizzato;;;;;Non classificabile;;;;centro;https://www.immobiliare.it/annunci/80782847/
0;EK-80793357 - 06/06/2020;Affitto;Appartamento;40 m²;1 camera da letto, 1 bagno, cucina a vista;Piano terra, con accesso disabili;4 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 400/mese;€ 22/mese;Classe A/3;1930;Ottimo / Ristrutturato;Autonomo, ad aria, alimentato a pompa di calore;B ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo/caldo;;;;;;centro;https://www.immobiliare.it/annunci/80793357/
0;VIA PO' - 06/06/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;4° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 475/mese;;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80791871/
0;EK-80793125 - 06/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;1° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 580/mese;€ 60/mese;;1920;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80793125/
0;14456 - 09/06/2020;Affitto;Appartamento;70 m²;2 (1 camera da letto, 1 altro), 1 bagno;1° stabile;4 piani;Libero;;Porta blindata;€ 840/mese;€ 40/mese;;1900;;Autonomo, alimentato a metano;;;;;Esente;;;;centro;https://www.immobiliare.it/annunci/80787161/
0;A0595 -(676059) - 08/06/2020;Affitto;Mansarda;35 m²;1 camera da letto, 1 bagno, cucina angolo cottura;Ultimo stabile, con ascensore;4 piani;Libero;Intera proprietà;Balcone;€ 500/mese;€ 45/mese;;;Buono / Abitabile;Autonomo;F ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80786957/
0;A177 -(694421) - 05/06/2020;Affitto;Appartamento;40 m²;3 (1 camera da letto, 2 altri), 1 bagno;3° stabile;;Libero;Intera proprietà;Balcone;€ 550/mese;€ 60/mese;;;Buono / Abitabile;Autonomo;E ;;;;;;;;centro;https://www.immobiliare.it/annunci/80786981/
0;EK-80795159 - 06/06/2020;Affitto;Appartamento;40 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile, con ascensore;;Libero;;Balcone;€ 540/mese;€ 110/mese;;;Buono / Abitabile;Centralizzato;;;;€ 150/mese;Non classificabile;;;;centro;https://www.immobiliare.it/annunci/80795159/
0;Carlo Alberto 43 - 10/06/2020;Affitto;Appartamento;95 m²;4 (1 camera da letto, 3 altri), 1 bagno, cucina cucinotto;4° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Balcone;€ 950/mese;€ 50/mese;Classe A/3;1900;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G 245,60 kWh/m²anno;Dati certificabili, documentazione completa;;;;invernale;;16,53 kWh/m²anno;centro;https://www.immobiliare.it/annunci/80767173/
0;1292 - 05/06/2020;Affitto;Appartamento;190 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina a vista;4° stabile, con ascensore, con accesso disabili;5 piani;Libero;Multiproprietà, classe immobile signorile;Fibra ottica;€ 1.600/mese;€ 200/mese;Classe A/2;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;B 59,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80780503/
0;Agenzia Ragona;Affitto;Appartamento;200 m²;5 (3 camere da letto, 2 altri), 2 bagni, cucina abitabile;Ultimo stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 1.600/mese;€ 290/mese;Classe A/3, rendita € 735;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G 175,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80775493/
0;019P2LPA441c_lagrange - 09/06/2020;Affitto;Appartamento;148 m²;5 (3 camere da letto, 2 altri), 2 bagni, cucina abitabile;1°, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Idromassaggio;€ 1.950/mese;€ 350/mese;Classe A/3, rendita € 705;1800;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;B 69,20 kWh/m²anno;;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80778125/
0;EK-80779431 - 05/06/2020;Affitto;Appartamento;200 m²;5+ (4 camere da letto, 3 altri), 2 bagni, cucina abitabile;;;;Intera proprietà;Porta blindata;€ 1.600/mese;€ 290/mese;Classe A/2;1920;;Centralizzato, a radiatori, alimentato a metano;G 400,52 kWh/m²anno;Dati certificabili, documentazione completa;;;;;1 all'esterno;;centro;https://www.immobiliare.it/annunci/80779431/
0;1664 - 05/06/2020;Affitto;Mansarda;150 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile;5° stabile, con ascensore;5 piani;Libero;Multiproprietà, classe immobile signorile;Mansarda;€ 1.400/mese;€ 150/mese;;1800;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80780297/
0;TO224 - 05/06/2020;Affitto;Appartamento;130 m²;5 (4 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 900/mese;€ 130/mese;Classe A/2, rendita € 1.420;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;E 175,45 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80773887/
0;1657 - 05/06/2020;Affitto;Mansarda;90 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile;5° stabile, con ascensore;5 piani;Libero;Multiproprietà, classe immobile signorile;Fibra ottica;€ 1.150/mese;€ 150/mese;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80780143/
0;0363 - 05/06/2020;Affitto;Appartamento;70 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, immobile di lusso;VideoCitofono;€ 1.200/mese;€ 150/mese;;2019;Ottimo / Ristrutturato;Centralizzato, a pavimento;A1 ≥ 3,51 kWh/m²anno;;Centralizzato;;;invernale;;;centro;https://www.immobiliare.it/annunci/80778977/
0;1646 - 05/06/2020;Affitto;Appartamento;100 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;1° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 1.300/mese;€ 150/mese;;1940;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;D ≥ 3,51 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80779913/
0;1631 - 05/06/2020;Affitto;Appartamento;110 m²;4 (3 camere da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile, con ascensore;6 piani;;Multiproprietà, classe immobile media;Fibra ottica;€ 1.200/mese;€ 120/mese;;1950;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;D ≥ 3,51 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80779089/
0;1609 - 05/06/2020;Affitto;Appartamento;160 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile;3° stabile, con ascensore;5 piani;Libero;Multiproprietà, classe immobile signorile;Idromassaggio;€ 1.400/mese;€ 200/mese;;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;B 79,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80778115/
0;00t-4326 - 09/06/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore;3 piani;;Intera proprietà, classe immobile signorile;Armadio a muro;€ 900/mese;€ 60/mese;Classe A/2;;Ottimo / Ristrutturato;Centralizzato;;;Autonomo;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80781271/
0;203 - 05/06/2020;Affitto;Appartamento;100 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 750/mese;€ 100/mese;;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;F 251,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80780079/
0;385 - 05/06/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;5° stabile, con ascensore;6 piani;;Multiproprietà, classe immobile signorile;Fibra ottica;€ 550/mese;€ 50/mese;;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80779795/
0;1642 - 05/06/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;3° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 650/mese;;;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80779901/
0;EK-80772747 - 05/06/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Porta blindata;€ 750/mese;€ 50/mese;Classe A/2, rendita € 1;1900;Ottimo / Ristrutturato;;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80772747/
0;607 -(693930) - 05/06/2020;Affitto;Appartamento;35 m²;1 locale, 1 bagno, cucina angolo cottura;1° stabile, con ascensore;1 piano;Libero;Intera proprietà, immobile di lusso;Porta blindata;€ 750/mese;€ 25/mese;;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F ≥ 175 kWh/m²anno;;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80762597/
0;1118 - 05/06/2020;Affitto;Mansarda;80 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile;5° stabile, con ascensore;5 piani;;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 950/mese;€ 75/mese;;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;Autonomo, freddo;;;;1 all'esterno;;centro;https://www.immobiliare.it/annunci/80779821/
0;1543 - 05/06/2020;Affitto;Appartamento;75 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile;5° stabile, con ascensore, con accesso disabili;6 piani;Libero;Multiproprietà, classe immobile signorile;Fibra ottica;€ 850/mese;€ 100/mese;;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;D ≥ 3,51 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80780065/
0;800 - 05/06/2020;Affitto;Appartamento;90 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;2° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 750/mese;;;1900;Ottimo / Ristrutturato;Autonomo, a radiatori;G ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80774387/
0;EK-80768329 - 05/06/2020;Affitto;Appartamento;70 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, immobile di lusso;Cancello elettrico;€ 950/mese;;Classe A/3;1900;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;;;Autonomo, freddo/caldo;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80768329/
0;4941 - 04/06/2020;Affitto;Appartamento;200 m²;5+ (4 camere da letto, 2 altri), 2 bagni, cucina abitabile;4° stabile, con ascensore;4 piani;Libero;Classe immobile signorile;VideoCitofono;€ 1.600/mese;€ 292/mese;;;Ottimo / Ristrutturato;Centralizzato;E 292,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80763149/
0;EK-80777743 - 05/06/2020;Affitto;Appartamento;40 m²;;3° stabile;3 piani;Libero;Intera proprietà;Arredato;€ 550/mese;€ 25/mese;;;Ottimo / Ristrutturato;Autonomo;F ;;;;;;;;centro;https://www.immobiliare.it/annunci/80777743/
0;vittorio mono4 - 04/06/2020;Affitto;Appartamento;35 m²;1 camera da letto, 1 bagno, cucina abitabile;1° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Esposizione esterna;€ 430/mese;;Classe A/3;1900;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;D 180,00 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;centro;https://www.immobiliare.it/annunci/80741813/
0;40314070 - 04/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;6° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile signorile;Portiere intera giornata;€ 690/mese;€ 70/mese;;1945;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;;;Autonomo;;Esente;;;;centro;https://www.immobiliare.it/annunci/80756513/
0;020LM640QuadriA204_orfane - 05/06/2020;Affitto;Appartamento;130 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile, campo da tennis;2° stabile, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 2.500/mese;€ 200/mese;Classe A/2;2017;Nuovo / In costruzione;Centralizzato, a pavimento, alimentato a metano;A3 ≥ 3,51 kWh/m²anno;;Centralizzato, freddo;;;;1 in garage/box;;centro;https://www.immobiliare.it/annunci/80750785/
0;EK-80748511 - 10/06/2020;Affitto;Appartamento;184 m²;5 (2 camere da letto, 3 altri), 3 bagni, cucina abitabile;Ultimo stabile;5 piani;;Intera proprietà;Cancello elettrico;€ 1.250/mese;€ 103/mese;Classe A/3;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;F 310,05 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80748511/
0;BERTOLA49;Affitto;Appartamento;49 m²;1 camera da letto, 1 bagno, cucina abitabile;1° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 850/mese;€ 55/mese;Classe A/2;1900;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;C 175,00 kWh/m²anno;;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80744693/
0;302 - 10/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 800/mese;;Classe A/2, rendita € 123;2006;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;centro;https://www.immobiliare.it/annunci/80741781/
0;VITTORIO AMEDEO II - 04/06/2020;Affitto;Appartamento;120 m²;4 (3 camere da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;5 piani;;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 740/mese;€ 130/mese;Classe A/3, rendita € 779;1900;Buono / Abitabile;Centralizzato, a radiatori, alimentato a gas;E 156,66 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80747983/
0;VIA RATTAZZI 1;Affitto;Appartamento;52 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;3 piani;;Intera proprietà;Esposizione interna;€ 360/mese;€ 100/mese;Classe A/4, rendita € 271;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G 328,45 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80744493/
0;3DI - Cairoli;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;Piano terra, con ascensore;2 piani;;;VideoCitofono;€ 830/mese;€ 120/mese;;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;D 168,32 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80740853/
0;TO Corso Vittorio Emanuele - 04/06/2020;Affitto;Appartamento;80 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;2° stabile, con ascensore;4 piani;;Intera proprietà, classe immobile signorile;Porta blindata;€ 850/mese;;;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;;;Autonomo, freddo/caldo;;In attesa di certificazione;;1 all'esterno;;centro;https://www.immobiliare.it/annunci/80754767/
0;A1404 -(686140) - 09/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), cucina abitabile;Ultimo stabile;4 piani;Libero;Intera proprietà;Balcone;€ 350/mese;€ 20/mese;;1900;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;F 127,00 kWh/m²anno;;;;;invernale;;;centro;https://www.immobiliare.it/annunci/80730849/
0;A17/20 - 09/06/2020;Affitto;Appartamento;75 m²;4 (2 camere da letto, 2 altri), 1 bagno, cucina abitabile;3° stabile;4 piani;Libero;Classe immobile signorile;Cancello elettrico;€ 750/mese;€ 30/mese;;1900;Ottimo / Ristrutturato;Autonomo, a radiatori;D 184,60 kWh/m²anno;;Autonomo;;;;;;centro;https://www.immobiliare.it/annunci/80752569/
0;07LP659_BATTISTA - 04/06/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;1° stabile;5 piani;;Intera proprietà, classe immobile media;Fibra ottica;€ 1.000/mese;€ 50/mese;;1800;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;G ≥ 3,51 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;centro;https://www.immobiliare.it/annunci/80754925/
0;Pomba bilocale;Affitto;Appartamento;35 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;3° stabile, con ascensore;4 piani;Libero;Intera proprietà;Porta blindata;€ 540/mese;€ 75/mese;;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori;C 138,75 kWh/m²anno;;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80755303/
0;EK-80752143 - 08/06/2020;Affitto;Appartamento;200 m²;5+ (3 camere da letto, 3 altri), 2 bagni, cucina abitabile;Ultimo stabile, con ascensore;5 piani;;Intera proprietà, classe immobile signorile;Armadio a muro;€ 1.600/mese;€ 290/mese;Classe A/3;;Buono / Abitabile;;F 175,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80752143/
0;1293 - 04/06/2020;Affitto;Appartamento;55 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;Piano rialzato, con ascensore;5 piani;;Intera proprietà, classe immobile signorile;Fibra ottica;€ 700/mese;€ 50/mese;;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;D ≥ 3,51 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80744885/
0;EK-80742627 - 04/06/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile, con ascensore, con accesso disabili;6 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 450/mese;€ 30/mese;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;centro;https://www.immobiliare.it/annunci/80742627/
0;0089 - 09/06/2020;Affitto;Appartamento;40 m²;1 locale, 1 bagno, cucina cucinotto;2° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 500/mese;;Classe A/2;;Ottimo / Ristrutturato;Centralizzato;F ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80748071/
0;EK-80710565 - 08/06/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;3° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;VideoCitofono;€ 800/mese;€ 70/mese;Classe A/2;;Ottimo / Ristrutturato;Centralizzato;;;Autonomo;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80710565/
0;2716;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;2° stabile;5 piani;Libero;Intera proprietà, classe immobile signorile;Impianto di allarme;€ 700/mese;€ 40/mese;Classe A/3, rendita € 488;1700;Nuovo / In costruzione;Autonomo, a radiatori, alimentato a metano;C 134,04 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo;;;;1 in garage/box;;centro;https://www.immobiliare.it/annunci/80709655/
0;accademia alloggio 4 - 03/06/2020;Affitto;Appartamento;65 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;2 piani;Libero;Intera proprietà, immobile di lusso;Porta blindata;€ 800/mese;;Classe A/2;1900;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D 161,00 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;centro;https://www.immobiliare.it/annunci/80704933/
0;PAPACINO - 09/06/2020;Affitto;Appartamento;250 m²;5 (3 camere da letto, 2 altri), 2 bagni, cucina abitabile;4° stabile, con ascensore;5 piani;;Intera proprietà, immobile di lusso;Esposizione esterna;€ 1.856/mese;€ 240/mese;Classe A/2, rendita € 2.371;1900;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;D 162,44 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;centro;https://www.immobiliare.it/annunci/80702133/
0;Bilocale, Corso Matteotti 25 - 10/06/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;3° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 450/mese;€ 60/mese;Classe A/3, rendita € 221;1900;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;F 136,39 kWh/m²anno;;;;;invernale;;53,89 kWh/m²anno;centro;https://www.immobiliare.it/annunci/80715479/
