;contratto;zona;superficie;locali;piano;tipo proprietà;prezzo;spese condominio;spese aggiuntive;anno di costruzione;stato;riscaldamento;climatizzazione;certificazione energetica;posti auto;spese riscaldamento;climatizzatore;classe energetica;link annuncio
657;Affitto;san-donato;75;3.0;2°;Intera proprietà;720;65.0;0.0;1880.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/78532293/
658;Affitto;san-donato;130;2.0;Seminterrato,;Intera proprietà;Prezzo su richiesta;140.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;G ;https://www.immobiliare.it/annunci/78241159/
659;Affitto;san-donato;50;2.0;1°;Intera proprietà;700;50.0;0.0;2008.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;autonomo;C ;https://www.immobiliare.it/annunci/78229632/
660;Affitto;san-donato;66;2.0;2°;Intera proprietà;950;60.0;0.0;2008.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;autonomo;C ;https://www.immobiliare.it/annunci/78230177/
661;Affitto;san-donato;90;3.0;Su;Intera proprietà;1100;200.0;0.0;1900.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;autonomo;E ;https://www.immobiliare.it/annunci/77395638/
662;Affitto;san-donato;130;4.0;7°;Intera proprietà;980;100.0;0.0;1960.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;autonomo;E ;https://www.immobiliare.it/annunci/76574028/
663;Affitto;san-donato;60;2.0;2°;Intera proprietà;1000;130.0;0.0;1947.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/76072836/
664;Affitto;san-donato;25;1.0;Ultimo;Intera proprietà;320;30.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/75923904/
665;Affitto;san-donato;80;3.0;4°;Intera proprietà;750;110.0;0.0;0.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/75767698/
666;Affitto;san-donato;40;1.0;Piano;Intera proprietà;500;0.0;0.0;1960.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/74173212/
667;Affitto;san-donato;50;2.0;3°;Classe immobile signorile;600;0.0;0.0;1950.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/73509494/
668;Affitto;san-donato;110;4.0;Ultimo;Intera proprietà;900;100.0;0.0;1960.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;D ;https://www.immobiliare.it/annunci/73253902/
669;Affitto;san-donato;23;1.0;2°;Intera proprietà;400;30.0;0.0;1960.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;D ;https://www.immobiliare.it/annunci/72884490/
670;Affitto;san-donato;45;2.0;4°;Intera proprietà;550;55.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;F ;https://www.immobiliare.it/annunci/72447200/
671;Affitto;san-donato;123;4.0;Ultimo;Intera proprietà;1200;87.0;0.0;1950.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;autonomo;G ;https://www.immobiliare.it/annunci/72062524/
672;Affitto;san-donato;45;2.0;3°;Intera proprietà;530;80.0;0.0;1890.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/71784920/
673;Affitto;san-donato;50;2.0;Piano;Intera proprietà;380;40.0;0.0;1970.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/71755260/
674;Affitto;san-donato;75;3.0;3°;0;900;50.0;0.0;0.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;C ;https://www.immobiliare.it/annunci/70516570/
675;Affitto;san-donato;55;1.0;1°;Intera proprietà;500;20.0;0.0;1975.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;D ;https://www.immobiliare.it/annunci/69810286/
676;Affitto;san-donato;40;2.0;4°;Intera proprietà;550;30.0;0.0;1950.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/69275858/
677;Affitto;san-donato;100;4.0;3°;Intera proprietà;700;0.0;0.0;1930.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/64146230/
678;Affitto;san-donato;50;2.0;1°;Intera proprietà;490;30.0;0.0;1950.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/58360154/
679;Affitto;san-donato;95;3.0;4°;Classe immobile signorile;1200;80.0;0.0;2011.0;nuovo/incostruzione;autonomo;0.0;0.0;0.0;0.0;None;A ;https://www.immobiliare.it/annunci/52373301/
680;Affitto;san-donato;30;1.0;5°;Classe immobile media;375;35.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/49689487/
681;Affitto;san-donato;30;1.0;5°;Intera proprietà;310;30.0;0.0;1920.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/42193951/
682;Affitto;san-donato;25;2.0;Piano;Intera proprietà;450;30.0;0.0;1930.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/31168678/
683;Affitto;cit-turin;50;2.0;Piano;Intera proprietà;500;50.0;0.0;1950.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;autonomo;0;https://www.immobiliare.it/annunci/80860983/
684;Affitto;cit-turin;120;4.0;1°;0;900;125.0;0.0;1970.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80862655/
685;Affitto;cit-turin;158;5.0;1°;Intera proprietà;1400;240.0;0.0;1960.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/80854519/
686;Affitto;cit-turin;120;5.0;Piano;Intera proprietà;1200;250.0;0.0;1970.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/80852805/
687;Affitto;cit-turin;45;2.0;1°;Intera proprietà;370;50.0;0.0;2007.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;B ;https://www.immobiliare.it/annunci/80827509/
688;Affitto;cit-turin;35;1.0;Ultimo;Intera proprietà;390;30.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;F ;https://www.immobiliare.it/annunci/80786961/
689;Affitto;cit-turin;115;4.0;2°;Intera proprietà;750;100.0;0.0;0.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80781823/
690;Affitto;cit-turin;50;2.0;2°;Intera proprietà;512;67.0;0.0;1911.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80767541/
691;Affitto;cit-turin;80;3.0;1°;Intera proprietà;460;40.0;0.0;0.0;buono/abitabile;0;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80762433/
692;Affitto;cit-turin;85;3.0;Piano;Intera proprietà;280;0.0;0.0;1920.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80777355/
693;Affitto;cit-turin;20;1.0;5°;Intera proprietà;320;45.0;0.0;0.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80779011/
694;Affitto;cit-turin;85;3.0;Ultimo;Intera proprietà;519;200.0;0.0;1951.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;autonomo;E ;https://www.immobiliare.it/annunci/80756297/
695;Affitto;cit-turin;109;4.0;3°;Intera proprietà;562;42.0;0.0;0.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/80747107/
696;Affitto;cit-turin;40;1.0;1°;Intera proprietà;500;13.0;0.0;1950.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80756267/
697;Affitto;cit-turin;55;2.0;1°;Intera proprietà;690;30.0;0.0;0.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80756765/
698;Affitto;cit-turin;40;2.0;5°;0;670;0.0;0.0;0.0;ottimo/ristrutturato;0;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/80750913/
699;Affitto;cit-turin;164;5.0;4°;Intera proprietà;850;200.0;0.0;1950.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80675509/
700;Affitto;cit-turin;80;3.0;4°;Intera proprietà;700;85.0;0.0;1960.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/80621413/
701;Affitto;cit-turin;120 | commerciale 123;4.0;da;Intera proprietà;1500;0.0;0.0;1970.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80637125/
702;Affitto;cit-turin;40;2.0;3°;0;550;100.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/80606809/
703;Affitto;cit-turin;25;1.0;1°;Intera proprietà;260;0.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80602287/
704;Affitto;cit-turin;85;4.0;2°;Intera proprietà;650;40.0;0.0;0.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80587071/
705;Affitto;cit-turin;55;2.0;Piano;Intera proprietà;750;100.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80549351/
706;Affitto;cit-turin;50;2.0;4°;Intera proprietà;550;100.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/80563383/
707;Affitto;cit-turin;55;1.0;3°;Intera proprietà;600;60.0;0.0;0.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;C ;https://www.immobiliare.it/annunci/80515329/
708;Affitto;cit-turin;115;4.0;2°;Intera proprietà;850;100.0;0.0;0.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80502985/
709;Affitto;cit-turin;70;3.0;0;Intera proprietà;750;0.0;0.0;0.0;0;centralizzato;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80501114/
710;Affitto;cit-turin;65;2.0;1°;Intera proprietà;1000;0.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;C ;https://www.immobiliare.it/annunci/80451219/
711;Affitto;cit-turin;70;3.0;Piano;Intera proprietà;650;40.0;0.0;0.0;nuovo/incostruzione;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80413813/
712;Affitto;cit-turin;80;3.0;2°;Intera proprietà;750;160.0;0.0;1970.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;C ;https://www.immobiliare.it/annunci/80401661/
713;Affitto;cit-turin;50;2.0;4°;Intera proprietà;550;50.0;0.0;1920.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/80401153/
714;Affitto;cit-turin;45;3.0;Piano;Intera proprietà;500;29.0;0.0;0.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/80327463/
715;Affitto;cit-turin;80;3.0;4°;Intera proprietà;700;58.0;0.0;1950.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80327825/
716;Affitto;cit-turin;40;2.0;1°;Intera proprietà;490;0.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80339659/
717;Affitto;cit-turin;150;5.0;Ultimo;Intera proprietà;950;95.0;0.0;1800.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/80310261/
718;Affitto;cit-turin;110;5.0;2°;Intera proprietà;700;70.0;0.0;1960.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/80280147/
719;Affitto;cit-turin;240;5.0;4°;Intera proprietà;2000;190.0;0.0;1910.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;C ;https://www.immobiliare.it/annunci/80230401/
720;Affitto;cit-turin;40;2.0;5°;Intera proprietà;670;0.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/73163844/
721;Affitto;cit-turin;50;2.0;1°;Intera proprietà;850;0.0;0.0;1850.0;ottimo/ristrutturato;0;0.0;0.0;0.0;0.0;None;D ;https://www.immobiliare.it/annunci/80136317/
722;Affitto;cit-turin;100;4.0;1°;Intera proprietà;950;40.0;0.0;1930.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/80120205/
723;Affitto;cit-turin;60;3.0;Piano;Intera proprietà;700;0.0;0.0;1950.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/80121091/
724;Affitto;cit-turin;55;2.0;7°;Intera proprietà;850;0.0;0.0;2015.0;nuovo/incostruzione;centralizzato;0.0;0.0;0.0;0.0;centralizzato;A+;https://www.immobiliare.it/annunci/79859937/
725;Affitto;cit-turin;90;4.0;Piano;Intera proprietà;800;90.0;0.0;1950.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/79739733/
726;Affitto;cit-turin;55;2.0;5°;Classe immobile signorile;640;100.0;0.0;0.0;ottimo/ristrutturato;0;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/79678023/
727;Affitto;cit-turin;60;3.0;4°;Intera proprietà;500;40.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/79577835/
728;Affitto;cit-turin;45;1.0;Ultimo;Intera proprietà;470;30.0;0.0;0.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/79486347/
729;Affitto;cit-turin;65;3.0;1°;Intera proprietà;500;50.0;0.0;1940.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/79474867/
730;Affitto;cit-turin;80;3.0;Ultimo;Intera proprietà;450;50.0;0.0;1910.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/79311605/
731;Affitto;cit-turin;50;2.0;3°;Intera proprietà;370;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/79263393/
732;Affitto;cit-turin;65;3.0;2°;Intera proprietà;650;80.0;0.0;2015.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;centralizzato;B ;https://www.immobiliare.it/annunci/78932307/
733;Affitto;cit-turin;65;2.0;3°;Intera proprietà;700;50.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/78662533/
734;Affitto;cit-turin;80;2.0;2°;Intera proprietà;700;50.0;0.0;1940.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/78585683/
735;Affitto;cit-turin;48;1.0;Piano;Intera proprietà;800;100.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;G ;https://www.immobiliare.it/annunci/78240295/
736;Affitto;cit-turin;66;2.0;1°;Intera proprietà;950;110.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;G ;https://www.immobiliare.it/annunci/78240643/
737;Affitto;cit-turin;32;1.0;4°;Intera proprietà;360;20.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;G ;https://www.immobiliare.it/annunci/77985756/
738;Affitto;cit-turin;110;4.0;6°;Intera proprietà;850;70.0;0.0;1950.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/77587656/
739;Affitto;cit-turin;216;5.0;1°;Intera proprietà;1950;300.0;0.0;1960.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/76133486/
740;Affitto;cit-turin;60;2.0;2°;Intera proprietà;1000;130.0;0.0;1947.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/76072836/
741;Affitto;cit-turin;46;1.0;1°,;Intera proprietà;520;50.0;0.0;1980.0;nuovo/incostruzione;autonomo;0.0;0.0;0.0;0.0;autonomo;F ;https://www.immobiliare.it/annunci/74153884/
742;Affitto;cit-turin;115;3.0;Scantinato,;Intera proprietà;750;60.0;0.0;1918.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/73903016/
743;Affitto;cit-turin;58;2.0;1°;Intera proprietà;450;55.0;0.0;0.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/73536160/
744;Affitto;cit-turin;80;4.0;1°;Intera proprietà;720;80.0;0.0;1960.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/72646166/
745;Affitto;cit-turin;110;4.0;4°;Intera proprietà;950;115.0;0.0;1959.0;ottimo/ristrutturato;0;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/71647246/
746;Affitto;cit-turin;68;3.0;1°;0;640;50.0;0.0;0.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/71607226/
747;Affitto;cit-turin;50;2.0;2°;Intera proprietà;600;50.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/68455551/
748;Affitto;cit-turin;50;2.0;1°;Intera proprietà;600;50.0;0.0;1910.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;autonomo;G ;https://www.immobiliare.it/annunci/65286338/
749;Affitto;cit-turin;35;1.0;5°;Intera proprietà;470;30.0;0.0;2013.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;B ;https://www.immobiliare.it/annunci/62257120/
750;Affitto;cit-turin;70;3.0;2°;Intera proprietà;700;50.0;0.0;1920.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/55756048/
751;Affitto;cit-turin;105;4.0;Piano;Intera proprietà;650;0.0;0.0;0.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;D ;https://www.immobiliare.it/annunci/32503402/
752;Affitto;cavoretto;60;3.0;Ultimo;Intera proprietà;460;35.0;0.0;1950.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/80757481/
753;Affitto;cavoretto;60;4.0;1°;Intera proprietà;425;25.0;0.0;1900.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80751127/
754;Affitto;cavoretto;50;2.0;Piano;Intera proprietà;450;50.0;0.0;1690.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;0;https://www.immobiliare.it/annunci/80675127/
755;Affitto;cavoretto;220;4.0;1°;Intera proprietà;2200;400.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/80551917/
756;Affitto;cavoretto;55;2.0;1°;Intera proprietà;680;50.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80398577/
757;Affitto;cavoretto;75;3.0;3°;Intera proprietà;550;50.0;0.0;1960.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80308955/
758;Affitto;cavoretto;75;3.0;3°;Intera proprietà;500;30.0;0.0;0.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80197375/
759;Affitto;cavoretto;70;3.0;1°;Intera proprietà;490;50.0;0.0;1960.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/80135011/
760;Affitto;cavoretto;150;5.0;1°;Intera proprietà;1400;250.0;0.0;1900.0;0;autonomo;0.0;0.0;0.0;0.0;None;C ;https://www.immobiliare.it/annunci/79785657/
761;Affitto;cavoretto;130;4.0;1°;Intera proprietà;1100;0.0;0.0;1960.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;C ;https://www.immobiliare.it/annunci/79763089/
762;Affitto;cavoretto;18;1.0;1°;Intera proprietà;250;30.0;0.0;1970.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/79683029/
763;Affitto;cavoretto;62;3.0;1°;Intera proprietà;600;0.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/79687463/
764;Affitto;cavoretto;35;1.0;2°;Intera proprietà;450;50.0;0.0;2004.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/79541035/
765;Affitto;cavoretto;250;5.0;Piano;Intera proprietà;5900;500.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;A3;https://www.immobiliare.it/annunci/79316667/
766;Affitto;cavoretto;74;3.0;0;Intera proprietà;490;0.0;0.0;1950.0;buono/abitabile;centralizzato;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/79275675/
767;Affitto;cavoretto;30;1.0;Ultimo;Intera proprietà;340;20.0;0.0;1910.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/79237303/
768;Affitto;cavoretto;50;1.0;Piano;Intera proprietà;450;50.0;0.0;1950.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/79214959/
769;Affitto;cavoretto;200;5.0;Piano;Intera proprietà;1650;400.0;0.0;1700.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/79156425/
770;Affitto;cavoretto;115;4.0;1°;Intera proprietà;1100;200.0;0.0;1930.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;D ;https://www.immobiliare.it/annunci/79038569/
771;Affitto;cavoretto;200;4.0;1°;Intera proprietà;1650;400.0;0.0;1700.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/78950047/
772;Affitto;cavoretto;200;5.0;1°;Intera proprietà;1650;400.0;0.0;1700.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/78951111/
773;Affitto;cavoretto;209;5.0;da;Intera proprietà;1650;400.0;0.0;1700.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;B ;https://www.immobiliare.it/annunci/78921287/
774;Affitto;cavoretto;210;5.0;Piano;Intera proprietà;1660;400.0;0.0;1700.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/78880925/
775;Affitto;cavoretto;50;2.0;Piano;Intera proprietà;430;0.0;0.0;1965.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/77906416/
776;Affitto;cavoretto;85;3.0;2°;Intera proprietà;750;70.0;0.0;1960.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;D ;https://www.immobiliare.it/annunci/77375670/
777;Affitto;cavoretto;40;1.0;1°;Intera proprietà;450;30.0;0.0;1940.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;D ;https://www.immobiliare.it/annunci/75451976/
778;Affitto;cavoretto;200;5.0;0;0;1800;0.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/73479964/
779;Affitto;cavoretto;49;2.0;Piano;Intera proprietà;550;30.0;0.0;1920.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/72983208/
780;Affitto;cavoretto;50;2.0;2°;Intera proprietà;1200;80.0;0.0;1790.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/71824002/
781;Affitto;cavoretto;110;3.0;1°;Intera proprietà;1100;150.0;0.0;1700.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/71353984/
782;Affitto;cavoretto;150;5.0;1°;Intera proprietà;1400;250.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;C ;https://www.immobiliare.it/annunci/65341476/
783;Affitto;cavoretto;350;5.0;da;Intera proprietà;3500;0.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/61235632/
784;Affitto;cavoretto;45;1.0;Piano;Intera proprietà;450;40.0;0.0;2010.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;B ;https://www.immobiliare.it/annunci/51814097/
785;Affitto;centro;59;2.0;2°;Intera proprietà;800;84.0;0.0;1960.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;predisposizione impianto;F ;https://www.immobiliare.it/annunci/80870143/
786;Affitto;centro;59;2.0;da;Intera proprietà;900;140.0;0.0;1920.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;E ;https://www.immobiliare.it/annunci/80870341/
787;Affitto;centro;25;1.0;4°;Intera proprietà;340;60.0;0.0;1900.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;autonomo;G ;https://www.immobiliare.it/annunci/80866781/
788;Affitto;centro;110;5.0;2°;Intera proprietà;900;50.0;0.0;1600.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;B ;https://www.immobiliare.it/annunci/80868669/
789;Affitto;centro;120;4.0;1°;0;900;125.0;0.0;1970.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80862655/
790;Affitto;centro;55;1.0;1°;Intera proprietà;600;50.0;0.0;0.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/80862749/
