;contratto;zona;superficie;locali;piano;tipo proprietà;prezzo;spese condominio;spese aggiuntive;anno di costruzione;stato;riscaldamento;climatizzazione;certificazione energetica;posti auto;spese riscaldamento;climatizzatore;classe energetica;link annuncio
20;Affitto;aurora;50;2.0;2°;Intera proprietà;550;50.0;0.0;1940.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;0;https://www.immobiliare.it/annunci/80752921/
21;Affitto;aurora;92;4.0;5°;0;1100;0.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;0;https://www.immobiliare.it/annunci/80713211/
22;Affitto;aurora;70;2.0;Su;Intera proprietà;790;140.0;0.0;2014.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;autonomo;A ;https://www.immobiliare.it/annunci/80745245/
23;Affitto;aurora;40;2.0;2°;Intera proprietà;330;0.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;D ;https://www.immobiliare.it/annunci/80742479/
24;Affitto;aurora;55;2.0;Ultimo;Intera proprietà;350;50.0;0.0;1900.0;buono/abitabile;autonomo;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/80711183/
25;Affitto;aurora;45;2.0;1°;Intera proprietà;450;15.0;0.0;1900.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/80711605/
26;Affitto;aurora;31;1.0;2°;Intera proprietà;330;0.0;0.0;0.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80710989/
27;Affitto;aurora;40;3.0;4°;Intera proprietà;520;70.0;0.0;1930.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;F ;https://www.immobiliare.it/annunci/80695387/
28;Affitto;aurora;48;1.0;2°;Intera proprietà;580;55.0;0.0;2008.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;autonomo;D ;https://www.immobiliare.it/annunci/80696205/
29;Affitto;aurora;26;1.0;5°;Intera proprietà;380;0.0;0.0;1906.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;autonomo;E ;https://www.immobiliare.it/annunci/80695869/
30;Affitto;aurora;35;1.0;4°;Intera proprietà;510;0.0;0.0;1930.0;ottimo/ristrutturato;autonomo;0.0;0.0;0.0;0.0;None;E ;https://www.immobiliare.it/annunci/80695675/
31;Affitto;aurora;30;1.0;Piano;Intera proprietà;300;30.0;0.0;1940.0;ottimo/ristrutturato;centralizzato;0.0;0.0;0.0;0.0;None;G ;https://www.immobiliare.it/annunci/80694451/
