,Anno di costruzione,Aria Condizionata,Arredamento,Ascensore,Bagni,Balcone,Box,Cantina,Condizioni,Giardino,Locali,MQ Box,MQ Giardino,Metri quadri,Piano,Piscina,Portineria,Prezzo,Riscaldamento,Soffitta,Spese condominiali,Stato al rogito,Terrazzo,Distretto
165,1965,0,completamente arredato,Sì,1,Sì,0,0,abitabile,comune,2,0,0,45,3 di 7 piani,0,0,€ 350 al mese,centralizzato,0,0,libero,Sì,barriera-milano
166,0,0,non arredato,Sì,1,Sì,0,Sì,ristrutturato,0,5,0,0,55,5 di 5 piani,0,0,€ 430 al mese,centralizzato cont. ind.,0,€ 60/mese,0,Sì,barriera-milano
167,1940,assente,completamente arredato,0,1,Sì,0,0,abitabile,0,2,0,0,40,1 di 5 piani,0,0,€ 380 al mese,centralizzato,0,€ 25/mese,libero,0,barriera-milano
168,1963,0,0,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,85,5 di 6 piani,0,0,€ 450 al mese,centralizzato,0,€ 50/mese,libero,0,barriera-milano
169,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,40,2 di 3 piani,0,0,€ 300 al mese,autonomo,0,€ 50/mese,libero,0,barriera-milano
170,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,40,1 di 5 piani,0,0,€ 350 al mese,centralizzato,0,€ 50/mese,libero,0,barriera-milano
171,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,2,0,0,€ 200 al mese,autonomo,0,0,libero,0,barriera-milano
172,0,0,parzialmente arredato,0,1,Sì,0,0,ristrutturato,0,4,0,0,130,5,0,0,€ 600 al mese,centralizzato,0,0,0,0,barriera-milano
173,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,85,4,0,0,€ 450 al mese,autonomo,0,0,0,0,barriera-milano
174,0,0,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,30,2,0,0,€ 200 al mese,autonomo,0,0,0,0,barriera-milano
175,0,0,completamente arredato,0,1,0,0,0,abitabile,0,3,0,0,85,3,0,0,€ 450 al mese,centralizzato,0,0,0,0,barriera-milano
176,0,0,0,0,1,0,0,0,ristrutturato,0,2,0,0,45,1,0,0,€ 350 al mese,0,0,0,0,0,barriera-milano
177,0,assente,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,20,2,0,0,€ 200 al mese,autonomo,0,€ 20/mese,libero,0,barriera-milano
178,1960,0,parzialmente arredato,Sì,1,0,0,Sì,0,0,4,0,0,100,3 di 6 piani,0,0,€ 800 al mese,centralizzato,Sì,€ 80/mese,0,0,barriera-milano
179,1975,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,85,5 di 7 piani,0,0,€ 600 al mese,centralizzato,0,€ 50/mese,0,0,barriera-milano
180,0,0,0,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,5 di 5 piani,0,0,€ 430 al mese,centralizzato cont. ind.,0,€ 60/mese,0,Sì,barriera-milano
181,0,assente,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,ultimo di 4 piani,0,0,€ 400 al mese,autonomo,0,€ 40/mese,0,0,barriera-milano
182,1950,assente,non arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,40,3 di 4 piani,0,0,€ 350 al mese,centralizzato cont. ind.,0,€ 40/mese,0,0,barriera-milano
183,2009,0,completamente arredato,Sì,1,0,0,0,nuovo,0,2,0,0,43,4 di 4 piani,0,0,€ 400 al mese,centralizzato,0,€ 80/mese,0,0,barriera-milano
184,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,2,0,0,€ 300 al mese,centralizzato,0,0,0,0,barriera-milano
185,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,piano rialzato,0,0,€ 280 al mese,autonomo,0,0,0,0,barriera-milano
186,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,2,0,0,€ 300 al mese,autonomo,0,0,0,0,barriera-milano
187,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,55,6,0,0,€ 400 al mese,centralizzato,0,0,0,Sì,barriera-milano
188,1960,assente,completamente arredato,Sì,1,Sì,0,0,abitabile,0,2,0,0,50,7 di 7 piani,0,0,€ 400 al mese,centralizzato,Sì,€ 50/mese,libero,Sì,barriera-milano
189,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,piano terra,0,0,€ 300 al mese,autonomo,0,0,0,0,barriera-milano
190,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,65,3,0,0,€ 380 al mese,centralizzato,0,0,0,0,barriera-milano
191,0,0,completamente arredato,0,1,0,0,Sì,0,0,1,0,0,35,5,0,0,€ 260 al mese,autonomo,0,0,0,0,barriera-milano
192,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,75,3,0,0,€ 420 al mese,autonomo,0,0,0,0,barriera-milano
193,0,0,0,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,0,0,0,€ 650 al mese,autonomo,0,0,0,0,barriera-milano
194,1950,assente,non arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,40,3 di 4 piani,0,0,€ 350 al mese,centralizzato cont. ind.,0,€ 40/mese,0,0,barriera-milano
195,0,0,0,0,1,0,0,0,0,0,1,0,0,55,0,0,0,€ 650 al mese,0,0,0,0,0,barriera-milano
196,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,80,1,0,0,€ 350 al mese,autonomo,0,0,0,0,barriera-milano
197,0,0,0,0,2,0,0,0,0,0,2,0,0,130,0,0,0,€ 600 al mese,0,0,0,0,0,barriera-milano
198,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,65,3,0,0,€ 380 al mese,centralizzato,0,0,0,0,barriera-milano
199,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,60,1,0,0,€ 280 al mese,autonomo,0,0,0,0,barriera-milano
200,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,2,0,0,€ 250 al mese,autonomo,0,0,0,0,barriera-milano
201,0,assente,parzialmente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,4,0,0,130,5,0,0,€ 600 al mese,centralizzato,0,0,0,0,barriera-milano
202,0,assente,parzialmente arredato,Sì,1,Sì,0,Sì,nuovo,0,4,0,0,130,5,0,0,€ 600 al mese,centralizzato cont. ind.,0,0,0,0,barriera-milano
203,0,assente,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,ultimo di 4 piani,0,0,€ 400 al mese,autonomo,0,€ 40/mese,0,0,barriera-milano
204,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,60,ultimo di 9 piani,0,0,€ 550 al mese,autonomo,0,0,libero,0,barriera-milano
205,1998,0,0,0,1,Sì,0,0,abitabile,comune,2,0,0,45,1 di 2 piani,0,0,€ 340 al mese,autonomo,0,€ 60/mese,libero,0,barriera-milano
206,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,3,0,0,100,4 di 5 piani,0,0,€ 1.100 al mese,autonomo,0,€ 150/mese,libero,0,barriera-milano
207,0,0,non arredato,0,1,Sì,0,0,abitabile,0,3,0,0,87,piano terra,0,0,€ 450 al mese,0,Sì,€ 50/mese,0,0,barriera-milano
208,1960,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,40,3 di 5 piani,0,0,€ 390 al mese,centralizzato,0,€ 50/mese,libero,0,barriera-milano
209,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,2,0,0,€ 300 al mese,autonomo,0,0,0,0,barriera-milano
210,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,80,1,0,0,€ 350 al mese,autonomo,0,0,0,0,barriera-milano
211,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,75,1,0,0,€ 350 al mese,autonomo,0,0,0,0,barriera-milano
212,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,50,1,0,0,€ 400 al mese,autonomo,0,0,0,0,barriera-milano
213,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,60,1,0,0,€ 300 al mese,autonomo,0,0,0,0,barriera-milano
214,0,0,non arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,60,1,0,0,€ 350 al mese,0,0,0,0,0,barriera-milano
215,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,2,0,0,€ 320 al mese,autonomo,0,0,0,0,barriera-milano
216,0,0,completamente arredato,Sì,1,0,0,0,nuovo,0,2,0,0,50,0,0,0,€ 400 al mese,autonomo,0,0,0,0,barriera-milano
217,0,0,completamente arredato,Sì,1,0,0,0,nuovo,0,2,0,0,60,0,0,0,€ 330 al mese,autonomo,0,0,0,0,barriera-milano
218,0,0,completamente arredato,Sì,1,Sì,0,Sì,nuovo,0,2,0,0,60,4,0,0,€ 360 al mese,autonomo,0,0,0,0,barriera-milano
219,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,1,0,0,€ 320 al mese,centralizzato cont. ind.,0,0,0,0,barriera-milano
220,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,2,0,0,€ 320 al mese,centralizzato,0,0,0,0,barriera-milano
221,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,70,5,0,0,€ 400 al mese,centralizzato cont. ind.,0,0,0,0,barriera-milano
222,0,0,completamente arredato,0,1,0,0,Sì,ristrutturato,0,1,0,0,30,piano rialzato,0,0,€ 330 al mese,centralizzato,0,0,0,0,barriera-milano
223,0,0,parzialmente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,45,piano rialzato,0,0,€ 280 al mese,autonomo,0,0,0,0,barriera-milano
224,0,0,non arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,80,1,0,0,€ 550 al mese,centralizzato,0,0,0,0,barriera-milano
225,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,2,0,0,€ 200 al mese,autonomo,0,0,0,0,barriera-milano
226,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,2,0,0,€ 200 al mese,autonomo,0,0,0,0,barriera-milano
227,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,1,0,0,€ 300 al mese,autonomo,0,0,0,0,barriera-milano
228,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,30,2,0,0,€ 250 al mese,autonomo,0,0,0,0,barriera-milano
229,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,2,0,0,€ 350 al mese,autonomo,0,0,0,0,barriera-milano
230,0,0,0,0,1,0,0,0,0,0,1,0,0,20,2 di 5 piani,0,0,€ 200 al mese,autonomo,0,€ 20/mese,0,0,barriera-milano
231,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,40,1,0,0,€ 380 al mese,autonomo,0,0,0,0,barriera-milano
232,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,2,0,0,€ 250 al mese,autonomo,0,0,0,0,barriera-milano
233,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,60,1,0,0,€ 280 al mese,autonomo,0,0,0,0,barriera-milano
234,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,75,3,0,0,€ 420 al mese,autonomo,0,0,0,0,barriera-milano
235,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,piano terra,0,0,€ 300 al mese,autonomo,0,0,0,0,barriera-milano
236,0,0,non arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,60,1,0,0,€ 450 al mese,centralizzato,0,0,0,0,barriera-milano
237,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,piano rialzato,0,0,€ 280 al mese,autonomo,0,0,0,0,barriera-milano
238,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,2,0,0,€ 300 al mese,centralizzato,0,0,0,0,barriera-milano
239,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,65,3,0,0,€ 380 al mese,centralizzato cont. ind.,0,0,0,0,barriera-milano
240,0,0,0,0,1,Sì,0,0,0,0,2,0,0,50,piano rialzato di 3 piani,0,0,€ 350 al mese,centralizzato,0,0,0,0,barriera-milano
241,0,0,0,0,0,Sì,0,Sì,0,0,0,0,0,70,4 di 5 piani,0,0,€ 600 al mese,centralizzato cont. ind.,0,0,0,0,barriera-milano
242,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,84,5,0,0,€ 460 al mese,centralizzato,0,0,0,0,barriera-milano
243,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,65,3,0,0,€ 380 al mese,centralizzato,0,0,0,0,barriera-milano
244,0,assente,non arredato,0,1,0,0,0,ristrutturato,0,2,0,0,50,1,0,0,€ 340 al mese,autonomo,0,€ 70/mese,0,0,barriera-milano
245,0,0,0,0,1,Sì,0,Sì,ristrutturato,0,31,0,0,45,1,0,0,€ 300 al mese,autonomo,0,0,0,0,barriera-milano
246,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0,0,0,€ 300 al mese,0,0,0,0,0,barriera-milano
247,0,0,0,0,1,0,0,0,0,0,1,0,0,27,0,0,0,€ 370 al mese,0,0,0,0,0,barriera-milano
248,0,0,0,0,1,0,0,0,0,0,2,0,0,55,0,0,0,€ 550 al mese,0,0,0,0,0,barriera-milano
249,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,75,3,0,0,€ 600 al mese,centralizzato cont. ind.,0,0,0,0,barriera-milano
250,0,0,0,0,1,0,0,0,ristrutturato,0,2,0,0,45,1,0,0,€ 340 al mese,0,0,0,0,0,barriera-milano
251,0,0,0,0,1,0,0,0,0,0,1,0,0,20,2 di 5 piani,0,0,€ 200 al mese,autonomo,0,€ 20/mese,0,0,barriera-milano
252,0,0,0,0,1,0,0,0,0,0,1,0,0,60,0,0,0,€ 350 al mese,0,0,0,0,0,barriera-milano
253,1960,0,non arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,45,3 di 5 piani,0,0,€ 350 al mese,centralizzato,0,€ 85/mese,0,0,barriera-milano
254,0,0,0,0,1,0,0,0,0,0,3,0,0,70,0,0,0,€ 450 al mese,0,0,0,0,0,barriera-milano
255,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,3,0,0,82,1,0,0,€ 540 al mese,0,0,0,0,0,barriera-milano
256,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,60,5,0,0,€ 400 al mese,0,0,0,0,0,barriera-milano
257,1960,0,completamente arredato,Sì,0,0,0,0,abitabile,0,3,0,0,80,4,0,0,€ 500 al mese,0,0,€ 55/mese,0,0,barriera-milano
258,0,0,0,0,1,Sì,0,Sì,abitabile,0,2,0,0,40,0,0,0,€ 350 al mese,0,0,0,0,0,barriera-milano
259,0,0,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,25,2,0,0,€ 200 al mese,0,0,0,0,0,barriera-milano
260,0,0,0,0,1,0,0,0,0,0,1,0,0,60,0,0,0,€ 400 al mese,0,0,0,0,0,barriera-milano
261,0,0,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,45,1,0,0,€ 300 al mese,autonomo,0,0,0,0,barriera-milano
262,0,0,0,0,1,0,0,0,0,0,3,0,0,80,0,0,0,€ 600 al mese,0,0,0,0,0,barriera-milano
263,0,0,0,0,1,0,0,0,0,0,2,0,0,50,0,0,0,€ 370 al mese,0,0,0,0,0,barriera-milano
264,0,0,0,0,1,0,0,0,0,0,1,0,0,27,0,0,0,€ 370 al mese,0,0,0,0,0,barriera-milano
265,0,0,0,0,1,0,0,0,0,0,2,0,0,55,0,0,0,€ 550 al mese,0,0,0,0,0,barriera-milano
266,0,0,0,0,1,0,0,0,0,0,3,0,0,70,0,0,0,€ 450 al mese,0,0,0,0,0,barriera-milano
267,0,0,0,0,1,0,0,0,0,0,3,0,0,80,0,0,0,€ 600 al mese,0,0,0,0,0,barriera-milano
268,0,0,0,0,1,0,0,0,0,0,2,0,0,50,0,0,0,€ 450 al mese,0,0,0,0,0,barriera-milano
269,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,35,5,0,0,€ 280 al mese,autonomo,0,0,0,0,barriera-milano
270,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,65,2,0,0,€ 400 al mese,autonomo,0,0,0,0,barriera-milano
271,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,65,2,0,0,€ 400 al mese,autonomo,0,0,0,0,barriera-milano
272,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,85,3,0,0,€ 450 al mese,autonomo,0,0,0,0,barriera-milano
273,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,66,0,0,0,€ 490 al mese,autonomo,0,0,0,0,barriera-milano
274,0,0,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,25,piano terra,0,0,€ 370 al mese,autonomo,0,0,0,0,barriera-milano
275,0,0,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,40,1,0,0,€ 400 al mese,autonomo,0,0,0,0,barriera-milano
276,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,3,0,0,82,1,0,0,€ 540 al mese,0,0,0,0,0,barriera-milano
277,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,60,5,0,0,€ 400 al mese,0,0,0,0,0,barriera-milano
278,0,assente,non arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,60,1,0,0,€ 450 al mese,0,0,0,0,0,barriera-milano
279,0,assente,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,85,6,0,0,€ 500 al mese,centralizzato,0,0,0,0,barriera-milano
280,0,assente,non arredato,0,1,Sì,0,0,abitabile,0,3,0,0,80,1,0,0,€ 550 al mese,centralizzato cont. ind.,0,0,0,0,barriera-milano
281,0,0,0,0,1,0,0,0,0,0,3,0,0,85,0,0,0,€ 600 al mese,0,0,0,0,0,barriera-milano
282,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,87,4,0,0,€ 460 al mese,autonomo,0,0,libero,0,barriera-milano
283,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,86,5,0,0,€ 470 al mese,centralizzato,0,0,libero,0,barriera-milano
284,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,25,4,0,0,€ 280 al mese,autonomo,0,0,0,0,barriera-milano
285,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,2,0,0,512,0,0,0,€ 340 al mese,0,0,0,0,0,barriera-milano
286,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,50,1,0,0,€ 370 al mese,autonomo,0,0,0,0,barriera-milano
287,0,assente,non arredato,0,1,0,0,0,ristrutturato,0,2,0,0,50,1,0,0,€ 340 al mese,autonomo,0,€ 70/mese,0,0,barriera-milano
288,0,0,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,45,1,0,0,€ 300 al mese,autonomo,0,0,0,0,barriera-milano
289,0,0,0,0,1,0,0,0,0,0,2,0,0,50,0,0,0,€ 370 al mese,0,0,0,0,0,barriera-milano
290,0,assente,parzialmente arredato,Sì,1,Sì,0,Sì,nuovo,0,4,0,0,130,5,0,0,€ 600 al mese,centralizzato cont. ind.,0,0,0,0,barriera-milano
291,0,0,0,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,0,0,0,€ 460 al mese,autonomo,0,0,0,0,barriera-milano
292,0,assente,non arredato,0,1,Sì,0,Sì,ristrutturato,0,4,0,0,90,2,0,Sì,€ 500 al mese,centralizzato cont. ind.,0,0,libero,0,barriera-milano
293,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,1,0,0,25,5,0,0,€ 330 al mese,autonomo,0,€ 30/mese,libero,0,barriera-milano
294,0,0,0,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,0,0,0,€ 650 al mese,autonomo,0,0,0,0,barriera-milano
295,0,0,0,0,1,0,0,0,ristrutturato,0,2,0,0,45,1,0,0,€ 340 al mese,0,0,0,0,0,barriera-milano
296,0,0,0,0,1,Sì,0,Sì,abitabile,0,2,0,0,40,0,0,0,€ 350 al mese,0,0,0,0,0,barriera-milano
297,0,0,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,25,2,0,0,€ 200 al mese,0,0,0,0,0,barriera-milano
298,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,40,3,0,0,€ 310 al mese,autonomo,0,0,libero,0,barriera-milano
299,0,0,0,0,1,0,0,0,0,0,1,0,0,45,0,0,0,€ 340 al mese,0,0,0,0,0,barriera-milano
300,0,0,0,0,1,0,0,0,0,0,1,0,0,60,0,0,0,€ 350 al mese,0,0,0,0,0,barriera-milano
301,0,0,0,0,1,0,0,0,0,0,1,0,0,60,0,0,0,€ 400 al mese,0,0,0,0,0,barriera-milano
302,0,0,0,0,1,0,0,0,0,0,1,0,0,40,0,0,0,€ 380 al mese,0,0,0,0,0,barriera-milano
303,0,0,0,0,1,0,0,0,0,0,1,0,0,43,0,0,0,€ 450 al mese,0,0,0,0,0,barriera-milano
304,0,assente,parzialmente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,4,0,0,130,5,0,0,€ 600 al mese,centralizzato,0,0,0,0,barriera-milano
305,0,0,0,0,1,0,0,0,0,0,2,0,0,75,0,0,0,€ 500 al mese,0,0,0,0,0,barriera-milano
306,0,0,0,0,2,0,0,0,0,0,2,0,0,130,0,0,0,€ 600 al mese,0,0,0,0,0,barriera-milano
307,0,0,0,0,1,0,0,0,0,0,1,0,0,55,0,0,0,€ 650 al mese,0,0,0,0,0,barriera-milano
308,1960,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,comune,2,0,0,49,ultimo di 9 piani,0,0,€ 420 al mese,centralizzato,0,€ 45/mese,0,0,barriera-milano
309,1960,assente,parzialmente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,80,1 di 3 piani,0,0,€ 420 al mese,centralizzato cont. ind.,0,€ 40/mese,0,0,barriera-milano
310,1940,0,completamente arredato,0,1,0,0,0,ristrutturato,0,2,0,0,45,2,0,0,€ 390 al mese,autonomo,0,€ 30/mese,0,0,barriera-milano
311,1940,0,completamente arredato,0,1,0,0,0,ristrutturato,0,2,0,0,45,2,0,0,€ 390 al mese,autonomo,0,€ 30/mese,0,0,barriera-milano
312,1975,0,parzialmente arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,85,6 di 7 piani,0,0,€ 520 al mese,centralizzato,0,€ 75/mese,0,0,barriera-milano
313,1920,autonoma,completamente arredato,0,1,0,0,0,ristrutturato,0,2,0,0,30,4 di 4 piani,0,0,€ 350 al mese,autonomo,0,€ 50/mese,0,0,barriera-milano
314,2015,predisposizione,completamente arredato,0,1,0,0,0,ristrutturato,comune,1,0,0,50,piano terra di 3 piani,0,0,€ 550 al mese,centralizzato,0,0,0,0,barriera-milano
315,1965,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,43,ultimo,0,0,€ 390 al mese,centralizzato,0,0,0,0,barriera-milano
316,1970,assente,completamente arredato,Sì,1,0,0,Sì,abitabile,0,3,0,0,75,1 di 5 piani,0,0,€ 500 al mese,centralizzato,0,€ 50/mese,0,0,barriera-milano
317,0,assente,completamente arredato,0,1,Sì,0,0,ristrutturato,0,0,0,0,70,2 di 4 piani,0,0,€ 600 al mese,centralizzato cont. ind.,0,€ 50/mese,0,0,barriera-milano
318,0,autonoma,parzialmente arredato,0,1,Sì,0,0,abitabile,0,2,0,0,42,1 di 4 piani,0,0,€ 465 al mese,centralizzato,0,0,0,0,barriera-milano
319,0,assente,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,42,1,0,0,€ 450 al mese,centralizzato,0,0,0,0,barriera-milano
320,1960,0,completamente arredato,Sì,1,0,0,0,abitabile,0,2,0,0,55,3 di 9 piani,0,0,€ 390 al mese,centralizzato,0,0,libero,0,borgata-vittoria
321,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,piano terra,0,0,€ 150 al mese,autonomo,0,0,libero,0,borgata-vittoria
322,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,30,1,0,0,€ 200 al mese,autonomo,0,0,libero,0,borgata-vittoria
323,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,60,4,0,0,€ 430 al mese,centralizzato,0,0,0,0,borgata-vittoria
324,0,0,non arredato,Sì,1,Sì,0,0,abitabile,0,2,0,0,65,5,0,0,€ 450 al mese,0,0,€ 135/mese,0,0,borgata-vittoria
325,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,45,2,0,0,€ 400 al mese,autonomo,0,0,0,0,borgata-vittoria
326,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,60,4,0,0,€ 430 al mese,centralizzato,0,0,0,0,borgata-vittoria
327,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,1,0,0,€ 300 al mese,autonomo,0,0,0,0,borgata-vittoria
328,0,0,parzialmente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,65,1,0,0,€ 300 al mese,autonomo,0,0,0,0,borgata-vittoria
329,0,0,non arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,6,0,0,€ 320 al mese,autonomo,0,0,0,0,borgata-vittoria
330,1930,autonoma,completamente arredato,0,1,0,0,0,nuovo,0,2,0,0,60,2,0,0,€ 450 al mese,autonomo,0,€ 30/mese,0,0,borgata-vittoria
331,1960,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,comune,3,0,0,83,5 di 6 piani,0,0,€ 453 al mese,centralizzato,0,0,libero,0,borgata-vittoria
332,1960,assente,parzialmente arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,50,2 di 5 piani,0,0,€ 312 al mese,centralizzato,0,€ 83/mese,affittato,0,borgata-vittoria
333,1950,assente,completamente arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,45,4 di 4 piani,0,0,€ 370 al mese,autonomo,0,€ 60/mese,libero,0,borgata-vittoria
334,0,0,non arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,1,0,Sì,€ 330 al mese,autonomo,0,0,0,0,borgata-vittoria
335,0,0,parzialmente arredato,0,1,0,0,0,ristrutturato,0,4,0,0,90,6,0,0,€ 500 al mese,autonomo,0,0,0,0,borgata-vittoria
336,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,4,0,0,90,6,0,0,€ 500 al mese,centralizzato,0,0,0,0,borgata-vittoria
337,1960,autonoma,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,70,3,0,0,€ 420 al mese,autonomo,0,€ 70/mese,0,0,borgata-vittoria
338,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,60,4,0,0,€ 400 al mese,centralizzato,0,0,0,0,borgata-vittoria
