,Price,Rooms,Surface,Bathrooms,Floor,Zona
20,550,3,80,1,1,san-secondo
21,420,2,60,1,R,san-secondo
22,600,2,60,2,3,san-secondo
23,1200,2,70,1,1,san-secondo
24,500,2,50,1,,san-secondo
25,600,2,55,,3,san-secondo
26,235,1,25,,,san-secondo
27,330,1,30,1,1,san-secondo
28,750,2,65,1,,san-secondo
29,600,3,65,1,R,san-secondo
30,220,3,140,2,4,san-secondo
31,800,4,105,1,,san-secondo
32,1100,4,100,1,4,san-secondo
33,1000,3,90,1,3,san-secondo
34,380,1,25,1,1,san-secondo
35,380,1,25,,,san-secondo
36,545,3,77,1,,san-secondo
37,1250,3,100,1,T,san-secondo
38,800,2,50,1,,san-secondo
39,850,1,75,1,4,san-secondo
40,900,5+,180,2,6,san-secondo
41,750,4,70,1,5,san-secondo
42,500,3,84,1,,san-secondo
43,800,3,90,1,4,san-secondo
44,800,3,90,1,3,san-secondo
45,650,3,80,2,2,san-secondo
46,350,5,125,1,,san-secondo
47,900,5+,110,1,,san-secondo
48,750,3,96,1,A,san-secondo
49,450,2,45,1,,san-secondo
0,720,3,100,1,1,cavoretto
1,450,1,30,1,A,cavoretto
2,650,5,130,2,1,cavoretto
3,1730,5+,250,1,,cavoretto
4,350,2,50,1,1,cavoretto
5,890,5,120,2,T,cavoretto
6,800,3,70,1,4,cavoretto
7,380,2,50,1,3,cavoretto
8,800,3,75,1,T,cavoretto
9,500,2,45,1,1,cavoretto
10,520,3,75,1,2,cavoretto
11,340,2,40,1,2,cavoretto
12,1600,5,200,3,,cavoretto
13,2300,5+,200,3,,cavoretto
14,490,3,54,1,1,cavoretto
15,800,4,110,1,2,cavoretto
16,1800,5+,200,3,,cavoretto
17,1200,2,50,1,2,cavoretto
18,1500,4,130,2,2,cavoretto
0,1800,5+,350,3+,,colle-della-maddalena
1,1600,5,160,3,1,colle-della-maddalena
2,600,2,60,1,2,colle-della-maddalena
3,1730,5+,250,1,,colle-della-maddalena
4,1800,5,200,2,1,colle-della-maddalena
5,630,4,115,1,T,colle-della-maddalena
6,560,3,84,1,R,colle-della-maddalena
7,600,2,50,1,1,colle-della-maddalena
8,550,2,60,1,1,colle-della-maddalena
9,6500,5+,350,3,,colle-della-maddalena
10,2200,5+,300,3,T,colle-della-maddalena
11,1250,5,175,2,,colle-della-maddalena
12,1900,5+,330,3,T,colle-della-maddalena
13,1200,5,150,1,T,colle-della-maddalena
14,3000,5+,300,2,,colle-della-maddalena
15,2500,5+,253,2,A,colle-della-maddalena
16,1600,5,200,3,,colle-della-maddalena
17,,5+,240,2,1,colle-della-maddalena
18,1800,5+,200,3,,colle-della-maddalena
19,1700,5+,200,3,,colle-della-maddalena
20,1200,5,180,2,1,colle-della-maddalena
21,1200,5+,195,2,,colle-della-maddalena
22,1200,5,152,2,A,colle-della-maddalena
23,1200,5,130,2,2,colle-della-maddalena
24,3000,5+,273,3+,,colle-della-maddalena
0,1300,5,170,2,,superga
1,1200,3,80,1,1,superga
2,800,4,135,2,,superga
3,550,2,45,1,1,superga
4,650,2,80,2,,superga
5,1200,3,140,2,1,superga
6,900,4,120,1,T,superga
7,1000,3,90,1,,superga
8,1300,5+,150,3,,superga
9,2400,5+,380,3+,,superga
10,800,3,105,2,,superga
11,1100,3,90,1,T,superga
12,500,2,50,1,1,superga
13,,5+,700,3+,,superga
14,850,1,90,,T,superga
15,2500,5,300,3+,,superga
16,500,1,40,1,T,superga
17,490,1,40,,,superga
18,1200,4,150,2,,superga
19,1250,4,150,2,,superga
20,1250,4,130,2,,superga
21,3200,5+,360,3+,2,superga
22,1300,4,100,2,,superga
23,1300,5+,225,3+,A,superga
24,600,2,70,1,A,superga
0,350,1,48,,2,cenisia
1,650,2,80,1,3,cenisia
2,700,3,75,1,3,cenisia
3,550,2,64,1,4,cenisia
4,700,2,48,1,7,cenisia
5,500,2,40,1,5,cenisia
6,290,1,20,1,2,cenisia
7,300,1,30,1,R,cenisia
8,542,2,72,1,3,cenisia
9,450,2,55,1,2,cenisia
10,420,2,50,1,1,cenisia
11,450,1,40,1,4,cenisia
12,500,1,50,1,4,cenisia
13,290,1,20,1,2,cenisia
14,700,3,65,1,2,cenisia
15,400,2,45,1,R,cenisia
16,540,3,70,1,5,cenisia
17,300,1,30,1,R,cenisia
18,550,2,55,1,2,cenisia
19,900,5,140,3,7,cenisia
20,620,3,55,1,3,cenisia
21,300,1,30,1,R,cenisia
22,400,2,50,1,R,cenisia
23,400,2,40,1,A,cenisia
24,540,2,55,1,,cenisia
25,400,1,35,1,5,cenisia
26,400,1,35,1,4,cenisia
27,510,2,50,1,4,cenisia
28,380,1,35,1,1,cenisia
29,510,2,60,1,1,cenisia
30,420,1,43,1,1,cenisia
31,600,1,50,1,1,cenisia
32,350,2,45,1,3,cenisia
33,540,2,45,1,T,cenisia
34,340,3,50,1,A,cenisia
35,500,3,65,1,2,cenisia
36,750,3,60,1,1,cenisia
37,550,3,60,1,1,cenisia
38,600,1,55,1,3,cenisia
39,650,3,75,1,2,cenisia
40,250,1,25,1,3,cenisia
41,470,3,70,1,,cenisia
42,290,1,30,1,2,cenisia
43,626,3,75,1,3,cenisia
44,800,3,75,1,3,cenisia
45,680,3,70,1,1,cenisia
46,380,2,40,1,1,cenisia
47,850,4,75,2,R,cenisia
48,300,1,25,1,1,cenisia
49,370,1,30,1,3,cenisia
50,450,3,75,1,1,cenisia
51,400,1,50,1,4,cenisia
52,400,1,35,1,2,cenisia
53,400,1,30,1,2,cenisia
54,400,3,80,1,A,cenisia
55,500,2,50,1,A,cenisia
56,450,2,50,1,1,cenisia
57,400,1,50,,4,cenisia
58,250,1,25,1,2,cenisia
59,280,3,75,1,3,cenisia
60,450,2,40,1,2,cenisia
61,190,,20,2,3,cenisia
62,270,1,30,1,1,cenisia
63,470,3,70,1,1,cenisia
64,1050,4,90,1,A,cenisia
65,380,2,40,1,2,cenisia
66,620,2,55,1,1,cenisia
67,420,1,35,1,3,cenisia
68,700,3,80,1,2,cenisia
69,1000,2,60,1,1,cenisia
70,430,2,60,1,1,cenisia
71,250,2,53,1,1,cenisia
72,400,2,55,1,2,cenisia
73,550,3,75,1,A,cenisia
74,380,2,45,1,2,cenisia
75,375,2,38,1,2,cenisia
76,495,2,52,1,8,cenisia
77,430,2,50,1,1,cenisia
78,700,3,75,1,3,cenisia
79,800,3,85,1,4,cenisia
80,450,3,65,1,2,cenisia
81,480,2,48,1,3,cenisia
82,700,4,90,1,6,cenisia
83,450,2,50,1,R,cenisia
84,450,2,45,1,1,cenisia
85,600,3,75,1,2,cenisia
86,450,2,55,1,3,cenisia
87,250,1,45,1,2,cenisia
88,450,2,40,1,1,cenisia
89,800,4,120,2,7,cenisia
90,2500,4,145,2,8,cenisia
91,380,1,30,1,8,cenisia
92,480,2,65,1,,cenisia
93,550,3,80,1,A,cenisia
94,370,1,35,1,2,cenisia
95,450,2,48,1,5,cenisia
96,700,2,60,,4,cenisia
97,600,3,75,1,2,cenisia
98,580,2,68,1,2,cenisia
99,520,3,80,1,1,cenisia
100,600,2,60,1,4,cenisia
101,420,2,45,1,A,cenisia
102,650,3,90,1,3,cenisia
103,335,2,45,1,4,cenisia
104,600,3,70,,,cenisia
105,400,2,43,1,4,cenisia
106,450,2,50,,,cenisia
107,520,3,80,2,1,cenisia
108,650,3,90,1,1,cenisia
109,210,3,16,1,1,cenisia
110,350,2,50,1,R,cenisia
111,400,1,30,1,R,cenisia
112,370,2,65,1,,cenisia
113,420,2,50,,,cenisia
114,600,3,75,1,2,cenisia
115,400,2,55,1,A,cenisia
116,600,2,55,1,3,cenisia
117,400,2,42,1,R,cenisia
118,347,2,51,1,3,cenisia
119,380,2,30,,,cenisia
120,445,2,49,1,4,cenisia
121,460,2,55,1,1,cenisia
122,400,2,50,1,R,cenisia
123,300,1,25,1,6,cenisia
124,420,1,30,1,A,cenisia
125,500,3,75,1,1,cenisia
126,560,3,75,1,,cenisia
127,275,4,80,1,1,cenisia
128,870,5,130,2,1,cenisia
129,320,1,28,1,T,cenisia
130,440,3,75,1,4,cenisia
131,400,2,45,1,2,cenisia
132,480,2,58,1,A,cenisia
133,820,3,85,1,4,cenisia
134,350,3,72,1,R,cenisia
135,1000,4,120,2,5,cenisia
136,520,3,75,1,R,cenisia
137,400,2,55,1,3,cenisia
138,800,3,76,1,2,cenisia
139,800,3,74,1,2,cenisia
140,950,4,120,1,1,cenisia
141,420,2,50,1,3,cenisia
142,490,2,45,1,8,cenisia
143,440,2,49,1,R,cenisia
144,530,2,55,1,5,cenisia
145,300,2,95,1,4,cenisia
146,600,3,90,1,1,cenisia
147,650,3,70,1,5,cenisia
148,700,2,75,1,3,cenisia
149,700,2,50,1,1,cenisia
0,370,1,35,1,5,lingotto
1,550,3,60,1,4,lingotto
2,1190,3,100,1,6,lingotto
3,550,4,110,2,1,lingotto
4,900,4,101,1,2,lingotto
5,610,4,100,2,A,lingotto
6,450,3,60,1,5,lingotto
7,400,1,25,1,1,lingotto
8,800,4,120,1,9,lingotto
9,750,3,60,1,5,lingotto
10,820,4,100,1,4,lingotto
11,450,2,55,1,3,lingotto
12,540,3,70,1,4,lingotto
13,500,3,65,1,3,lingotto
14,400,2,40,1,7,lingotto
15,550,3,80,1,A,lingotto
16,950,3,75,1,1,lingotto
17,490,1,30,1,3,lingotto
18,450,3,73,1,7,lingotto
19,329,2,42,1,5,lingotto
20,940,4,90,1,3,lingotto
21,600,2,55,1,5,lingotto
22,300,1,30,1,4,lingotto
23,1300,5,120,1,3,lingotto
24,380,2,50,1,,lingotto
25,,4,95,1,3,lingotto
26,470,2,50,,2,lingotto
27,495,3,63,1,2,lingotto
28,600,2,60,1,6,lingotto
29,600,3,70,1,4,lingotto
30,540,3,84,2,1,lingotto
31,470,2,60,1,4,lingotto
32,850,3,70,1,1,lingotto
33,690,4,90,,9,lingotto
34,500,2,70,1,,lingotto
35,380,2,45,1,9,lingotto
36,600,2,60,,,lingotto
37,600,3,50,1,6,lingotto
38,350,3,56,1,4,lingotto
39,495,3,75,1,4,lingotto
40,800,4,135,1,5,lingotto
41,200,3,80,1,4,lingotto
42,500,3,75,1,R,lingotto
43,800,4,120,2,9,lingotto
44,1200,5+,150,2,R,lingotto
45,728,4,130,2,,lingotto
46,600,3,68,1,R,lingotto
47,600,3,75,1,R,lingotto
48,670,3,85,1,2,lingotto
49,420,2,45,1,4,lingotto
50,480,2,50,1,T,lingotto
51,320,1,30,1,R,lingotto
52,480,2,65,1,1,lingotto
53,700,4,114,1,A,lingotto
54,300,1,35,1,A,lingotto
55,400,1,45,1,4,lingotto
56,450,3,75,1,2,lingotto
57,450,2,55,1,2,lingotto
58,520,3,73,1,4,lingotto
59,680,3,100,2,5,lingotto
60,580,3,90,1,7,lingotto
61,350,3,76,1,,lingotto
62,285,3,87,2,A,lingotto
63,370,1,35,,5,lingotto
64,800,2,80,1,5,lingotto
65,530,2,65,1,4,lingotto
66,400,2,45,1,A,lingotto
67,450,2,45,1,,lingotto
68,520,2,70,1,4,lingotto
69,420,3,58,1,4,lingotto
70,900,3,85,1,8,lingotto
71,470,2,45,1,1,lingotto
72,600,3,65,1,1,lingotto
73,550,3,65,1,A,lingotto
74,,3,89,1,R,lingotto
75,680,3,78,1,1,lingotto
76,410,2,50,1,A,lingotto
77,520,2,60,1,6,lingotto
78,380,1,35,1,R,lingotto
79,700,4,100,1,2,lingotto
80,800,2,70,1,3,lingotto
81,650,4,85,1,R,lingotto
82,500,3,75,1,2,lingotto
83,500,2,50,1,,lingotto
84,800,3,70,1,3,lingotto
85,600,3,73,1,3,lingotto
86,800,3,75,1,1,lingotto
87,460,3,60,1,2,lingotto
88,1400,5,140,2,,lingotto
89,300,3,100,,,lingotto
90,1100,4,95,1,3,lingotto
91,320,1,10,1,T,lingotto
92,850,4,120,2,9,lingotto
93,620,3,78,1,1,lingotto
94,300,3,80,1,R,lingotto
95,850,3,80,1,4,lingotto
96,510,2,60,1,6,lingotto
97,460,2,65,1,6,lingotto
98,350,5,120,2,6,lingotto
99,700,3,75,1,6,lingotto
0,550,3,60,1,4,nizza-millefonti
1,420,1,20,1,A,nizza-millefonti
2,450,2,57,1,R,nizza-millefonti
3,600,4,111,1,1,nizza-millefonti
4,320,5+,130,2,6,nizza-millefonti
5,355,2,65,1,2,nizza-millefonti
6,390,1,19,1,,nizza-millefonti
7,400,1,25,1,1,nizza-millefonti
8,450,2,55,1,3,nizza-millefonti
9,540,3,70,1,4,nizza-millefonti
10,390,1,33,1,3,nizza-millefonti
11,400,2,40,1,7,nizza-millefonti
12,580,3,80,1,3,nizza-millefonti
13,950,3,75,1,1,nizza-millefonti
14,370,2,47,1,1,nizza-millefonti
15,620,3,78,1,1,nizza-millefonti
16,290,1,50,1,2,nizza-millefonti
17,900,4,75,1,1,nizza-millefonti
18,400,2,55,1,2,nizza-millefonti
19,250,2,35,1,6,nizza-millefonti
20,350,2,55,1,R,nizza-millefonti
21,450,2,45,1,3,nizza-millefonti
22,388,3,70,1,5,nizza-millefonti
23,700,3,80,1,A,nizza-millefonti
24,280,1,30,1,1,nizza-millefonti
25,601,4,85,1,3,nizza-millefonti
26,550,3,91,1,5,nizza-millefonti
27,344,2,57,1,4,nizza-millefonti
28,600,3,80,1,6,nizza-millefonti
29,750,4,110,2,6,nizza-millefonti
30,570,4,67,1,R,nizza-millefonti
31,690,4,90,,9,nizza-millefonti
32,500,2,70,1,,nizza-millefonti
33,600,3,50,1,6,nizza-millefonti
34,600,3,68,1,5,nizza-millefonti
35,498,3,95,1,3,nizza-millefonti
36,430,2,54,1,2,nizza-millefonti
37,290,1,35,1,2,nizza-millefonti
38,600,3,70,1,5,nizza-millefonti
39,500,2,55,1,3,nizza-millefonti
40,400,2,40,1,A,nizza-millefonti
41,570,3,75,1,T,nizza-millefonti
42,450,2,40,1,5,nizza-millefonti
43,860,5,128,2,4,nizza-millefonti
44,690,3,75,1,A,nizza-millefonti
45,600,2,65,1,4,nizza-millefonti
46,450,2,45,1,4,nizza-millefonti
47,370,4,100,1,3,nizza-millefonti
48,450,3,75,1,R,nizza-millefonti
49,410,3,65,1,R,nizza-millefonti
0,550,1,40,1,3,regio-parco
1,400,2,40,1,1,regio-parco
2,550,2,45,1,1,regio-parco
3,600,2,50,1,6,regio-parco
4,450,3,65,1,2,regio-parco
5,550,3,80,1,2,regio-parco
6,470,3,55,1,2,regio-parco
7,450,3,60,1,,regio-parco
8,450,2,60,1,2,regio-parco
9,590,1,45,1,1,regio-parco
10,500,2,45,1,2,regio-parco
11,700,3,90,1,1,regio-parco
12,350,3,90,1,1,regio-parco
13,600,2,45,1,1,regio-parco
14,500,2,45,1,3,regio-parco
15,420,2,45,1,3,regio-parco
16,750,3,70,1,3,regio-parco
17,193,5,120,2,6,regio-parco
18,630,4,115,1,3,regio-parco
19,500,2,47,1,R,regio-parco
20,490,2,55,1,3,regio-parco
21,700,4,91,1,3,regio-parco
22,390,2,45,1,4,regio-parco
23,950,4,90,1,1,regio-parco
24,680,5,110,2,A,regio-parco
0,370,4,130,1,5,vanchiglia
1,270,1,30,1,4,vanchiglia
2,500,2,50,1,T,vanchiglia
3,580,2,60,1,2,vanchiglia
4,2000,5,160,2,4,vanchiglia
5,520,1,65,1,5,vanchiglia
6,700,3,80,1,1,vanchiglia
7,520,3,50,1,1,vanchiglia
8,400,2,45,1,4,vanchiglia
9,330,1,30,1,4,vanchiglia
10,250,1,250,1,5,vanchiglia
11,520,2,60,1,5,vanchiglia
12,700,2,65,1,5,vanchiglia
13,550,2,50,1,1,vanchiglia
14,530,2,55,1,4,vanchiglia
15,370,1,15,1,5,vanchiglia
16,860,3,80,1,2,vanchiglia
17,400,2,45,1,2,vanchiglia
18,300,,30,1,4,vanchiglia
19,400,2,50,1,1,vanchiglia
20,290,1,30,1,5,vanchiglia
21,430,1,30,,T,vanchiglia
22,400,2,40,1,,vanchiglia
23,400,2,45,1,1,vanchiglia
24,450,2,50,1,,vanchiglia
25,470,2,50,1,,vanchiglia
26,430,2,45,1,2,vanchiglia
27,650,3,60,1,4,vanchiglia
28,550,2,40,1,A,vanchiglia
29,500,2,35,1,1,vanchiglia
30,400,2,55,1,1,vanchiglia
31,470,3,50,1,2,vanchiglia
32,250,1,20,1,2,vanchiglia
33,250,1,28,1,2,vanchiglia
34,600,1,40,1,2,vanchiglia
35,360,1,30,1,3,vanchiglia
36,400,2,55,1,4,vanchiglia
37,350,2,45,1,2,vanchiglia
38,390,2,48,1,4,vanchiglia
39,470,3,51,1,2,vanchiglia
40,380,2,40,1,,vanchiglia
41,500,2,48,1,A,vanchiglia
42,800,3,120,2,R,vanchiglia
43,450,1,50,1,7,vanchiglia
44,500,2,50,1,2,vanchiglia
45,750,4,70,1,3,vanchiglia
46,380,2,45,1,3,vanchiglia
47,400,1,30,1,2,vanchiglia
48,740,2,73,1,1,vanchiglia
49,590,1,45,1,1,vanchiglia
50,380,2,50,1,2,vanchiglia
51,700,3,85,1,R,vanchiglia
52,290,1,30,1,5,vanchiglia
53,700,4,60,1,1,vanchiglia
54,250,1,25,1,3,vanchiglia
55,550,2,55,1,T,vanchiglia
56,550,2,56,1,,vanchiglia
57,350,3,90,1,1,vanchiglia
58,1100,4,100,1,R,vanchiglia
59,300,1,30,1,1,vanchiglia
60,300,1,20,1,4,vanchiglia
61,420,2,45,1,3,vanchiglia
62,500,2,50,,T,vanchiglia
63,240,1,18,,,vanchiglia
64,650,3,80,1,2,vanchiglia
65,790,3,68,1,4,vanchiglia
66,600,3,65,1,4,vanchiglia
67,900,2,45,1,T,vanchiglia
68,900,3,90,1,4,vanchiglia
69,550,2,60,1,1,vanchiglia
70,395,1,20,1,4,vanchiglia
71,490,2,50,1,1,vanchiglia
72,390,2,30,1,4,vanchiglia
73,520,2,50,1,2,vanchiglia
74,400,1,20,1,A,vanchiglia
75,600,2,50,,,vanchiglia
76,955,5,130,1,,vanchiglia
77,350,1,30,1,5,vanchiglia
78,750,3,85,1,R,vanchiglia
79,500,2,50,2,R,vanchiglia
80,350,1,18,1,A,vanchiglia
81,1000,3,70,1,1,vanchiglia
82,900,3,74,2,1,vanchiglia
83,420,1,30,1,T,vanchiglia
84,1300,2,79,1,2,vanchiglia
85,350,2,60,1,,vanchiglia
86,600,2,50,1,1,vanchiglia
87,1200,5,120,,,vanchiglia
88,390,1,23,1,5,vanchiglia
89,550,2,59,1,1,vanchiglia
90,1150,3,90,1,T,vanchiglia
91,600,3,78,1,1,vanchiglia
92,900,2,65,1,1,vanchiglia
93,1200,3,100,,,vanchiglia
94,1500,5+,185,2,1,vanchiglia
95,270,1,15,1,A,vanchiglia
96,320,2,25,1,A,vanchiglia
97,350,1,15,1,4,vanchiglia
98,480,1,40,1,2,vanchiglia
99,1500,3,100,1,3,vanchiglia
0,1200,5,160,2,R,vanchiglietta
1,1200,5,126,1,T,vanchiglietta
2,486,3,70,1,2,vanchiglietta
3,450,3,70,1,2,vanchiglietta
4,500,3,74,1,A,vanchiglietta
5,350,1,50,1,4,vanchiglietta
6,500,2,40,1,4,vanchiglietta
7,400,2,55,1,1,vanchiglietta
8,350,2,50,1,R,vanchiglietta
9,565,3,74,2,5,vanchiglietta
10,470,2,65,1,6,vanchiglietta
11,400,2,40,1,4,vanchiglietta
12,600,3,80,1,,vanchiglietta
13,420,2,62,1,2,vanchiglietta
14,350,1,50,1,R,vanchiglietta
15,600,3,80,1,2,vanchiglietta
16,1150,4,90,2,1,vanchiglietta
17,500,2,70,1,3,vanchiglietta
18,550,2,55,1,A,vanchiglietta
19,350,2,45,1,1,vanchiglietta
20,280,2,40,1,R,vanchiglietta
21,370,1,25,1,R,vanchiglietta
22,520,3,73,1,3,vanchiglietta
23,550,2,60,1,6,vanchiglietta
24,400,2,50,1,T,vanchiglietta
25,193,5,120,2,6,vanchiglietta
26,770,3,78,1,2,vanchiglietta
27,750,3,75,1,R,vanchiglietta
28,600,2,50,1,T,vanchiglietta
29,850,3,70,1,1,vanchiglietta
30,1000,4,90,1,3,vanchiglietta
31,420,2,35,1,,vanchiglietta
32,600,3,50,1,2,vanchiglietta
33,550,2,60,1,1,vanchiglietta
34,380,,135,2,,vanchiglietta
35,800,3,80,1,4,vanchiglietta
36,550,2,60,1,6,vanchiglietta
37,500,2,45,1,4,vanchiglietta
38,1500,3,100,2,1,vanchiglietta
39,800,4,120,1,4,vanchiglietta
40,500,2,50,1,T,vanchiglietta
41,620,3,80,1,6,vanchiglietta
42,700,2,50,1,2,vanchiglietta
43,450,1,34,1,5,vanchiglietta
44,450,3,50,1,R,vanchiglietta
45,420,2,50,1,,vanchiglietta
46,250,2,45,1,4,vanchiglietta
47,400,2,45,1,1,vanchiglietta
48,1000,3,100,1,3,vanchiglietta
0,380,2,45,1,R,aurora
1,800,4,110,1,6,aurora
2,400,2,45,1,3,aurora
3,400,2,40,1,1,aurora
4,300,4,60,1,2,aurora
5,368,2,45,1,1,aurora
6,600,3,75,1,2,aurora
7,490,3,75,1,2,aurora
8,390,2,45,1,1,aurora
9,390,1,40,1,3,aurora
10,650,3,80,1,2,aurora
11,500,3,70,1,5,aurora
12,330,2,40,1,3,aurora
13,400,4,80,2,4,aurora
14,540,3,80,1,5,aurora
15,450,2,60,1,1,aurora
16,1200,3,80,1,1,aurora
17,350,2,42,1,2,aurora
18,390,2,50,1,,aurora
19,440,1,40,1,1,aurora
20,450,1,35,1,1,aurora
21,700,4,98,2,1,aurora
22,550,3,60,1,2,aurora
23,650,3,72,1,A,aurora
24,450,2,45,1,3,aurora
25,450,2,60,1,R,aurora
26,350,2,50,1,2,aurora
27,550,4,85,2,2,aurora
28,420,2,40,1,1,aurora
29,330,2,40,1,,aurora
30,1100,3,120,2,2,aurora
31,1050,4,115,2,2,aurora
32,600,2,65,1,R,aurora
33,700,3,66,1,T,aurora
34,500,2,40,1,,aurora
35,750,4,100,1,1,aurora
36,450,3,65,1,2,aurora
37,420,3,80,1,2,aurora
38,420,2,40,1,2,aurora
39,400,2,45,1,,aurora
40,500,3,75,1,3,aurora
41,800,3,81,1,2,aurora
42,400,2,40,1,4,aurora
43,650,3,70,1,T,aurora
44,265,3,85,1,R,aurora
45,470,3,55,1,2,aurora
46,400,2,55,1,3,aurora
47,400,2,50,1,3,aurora
48,300,2,50,1,2,aurora
49,520,4,80,1,1,aurora
50,750,3,70,1,2,aurora
51,550,2,51,1,T,aurora
52,450,2,55,1,2,aurora
53,400,2,45,,,aurora
54,350,1,30,1,1,aurora
55,650,4,103,2,4,aurora
56,350,3,90,1,1,aurora
57,450,2,45,1,3,aurora
58,500,3,70,1,2,aurora
59,350,2,50,1,1,aurora
60,540,2,45,1,2,aurora
61,310,2,40,1,3,aurora
62,400,3,70,1,2,aurora
63,480,1,43,1,R,aurora
64,450,4,80,1,R,aurora
65,517,2,62,1,5,aurora
66,350,3,80,1,,aurora
67,480,1,45,1,R,aurora
68,510,2,50,1,1,aurora
69,1000,3,75,1,R,aurora
70,320,1,24,1,T,aurora
71,500,3,80,1,R,aurora
72,700,3,75,1,2,aurora
73,330,1,20,1,A,aurora
74,330,1,20,1,A,aurora
75,330,1,20,1,A,aurora
76,750,3,70,1,3,aurora
77,280,2,52,1,6,aurora
78,600,1,45,1,2,aurora
79,520,2,55,1,3,aurora
80,490,2,50,1,6,aurora
81,480,1,43,1,R,aurora
82,600,2,45,1,4,aurora
83,550,2,65,1,A,aurora
84,650,1,42,1,1,aurora
85,390,3,65,1,R,aurora
86,450,5+,50,1,2,aurora
87,600,2,70,1,3,aurora
88,450,2,60,1,2,aurora
89,500,2,50,1,3,aurora
90,410,3,75,1,2,aurora
91,800,5,125,2,7,aurora
92,380,2,50,1,,aurora
93,450,4,75,1,3,aurora
94,370,2,50,1,1,aurora
95,400,2,30,1,3,aurora
96,550,4,110,1,1,aurora
97,600,3,80,1,1,aurora
98,330,2,50,1,,aurora
99,360,2,58,1,,aurora
100,530,3,80,1,1,aurora
101,550,3,70,1,,aurora
102,350,4,80,2,,aurora
103,450,1,55,1,7,aurora
104,400,2,45,1,1,aurora
105,350,1,20,1,A,aurora
106,330,2,40,1,3,aurora
107,640,3,60,1,3,aurora
108,490,1,16,1,R,aurora
109,1100,4,95,2,3,aurora
110,540,1,50,1,2,aurora
111,750,3,70,1,1,aurora
112,630,4,90,2,5,aurora
113,430,2,60,1,5,aurora
114,590,2,50,1,2,aurora
115,600,2,90,1,8,aurora
116,580,2,50,1,3,aurora
117,360,2,50,1,3,aurora
118,1300,3,148,2,3,aurora
119,600,3,90,1,R,aurora
120,300,1,30,1,,aurora
121,850,,32,1,5,aurora
122,500,2,45,1,4,aurora
123,500,1,40,1,3,aurora
124,450,2,50,1,4,aurora
125,600,2,60,,,aurora
126,600,3,75,1,3,aurora
127,430,2,60,1,3,aurora
128,450,3,80,1,,aurora
129,600,2,55,1,T,aurora
130,570,3,70,2,4,aurora
131,500,1,50,1,2,aurora
132,300,1,28,1,,aurora
133,2300,4,131,2,5,aurora
134,750,3,70,1,3,aurora
135,390,2,55,1,,aurora
136,390,2,40,1,T,aurora
137,390,3,90,1,R,aurora
138,800,3,80,1,4,aurora
139,1100,2,85,1,2,aurora
140,800,2,57,1,1,aurora
141,450,2,50,1,3,aurora
142,,5+,1.000,3+,,aurora
143,650,3,75,1,5,aurora
144,395,,70,1,4,aurora
145,350,,30,,T,aurora
146,1500,5,160,3,,aurora
147,1500,4,160,3,5,aurora
148,600,2,80,1,6,aurora
149,600,,55,1,3,aurora
0,400,3,60,1,2,barriera-di-milano
1,420,2,50,1,T,barriera-di-milano
2,420,2,50,1,2,barriera-di-milano
3,420,2,50,1,1,barriera-di-milano
4,440,3,68,1,1,barriera-di-milano
5,490,3,68,1,1,barriera-di-milano
6,400,3,55,1,R,barriera-di-milano
7,290,1,30,1,5,barriera-di-milano
8,350,2,35,1,R,barriera-di-milano
9,350,2,40,1,R,barriera-di-milano
10,700,4,98,2,1,barriera-di-milano
11,360,2,46,1,A,barriera-di-milano
12,510,2,62,1,,barriera-di-milano
13,350,2,50,1,2,barriera-di-milano
14,280,1,32,1,3,barriera-di-milano
15,380,3,75,1,3,barriera-di-milano
16,600,2,56,1,1,barriera-di-milano
17,450,4,81,1,3,barriera-di-milano
18,340,2,55,1,1,barriera-di-milano
19,500,3,75,1,1,barriera-di-milano
20,310,1,25,1,5,barriera-di-milano
21,250,1,20,1,2,barriera-di-milano
22,550,3,80,1,A,barriera-di-milano
23,400,2,54,1,2,barriera-di-milano
24,800,5,150,2,1,barriera-di-milano
25,320,3,45,1,3,barriera-di-milano
26,416,3,71,1,,barriera-di-milano
27,345,2,55,1,1,barriera-di-milano
28,590,3,70,1,R,barriera-di-milano
29,600,3,80,1,1,barriera-di-milano
30,300,1,40,1,R,barriera-di-milano
31,400,2,50,1,4,barriera-di-milano
32,430,2,55,1,5,barriera-di-milano
33,320,1,38,1,3,barriera-di-milano
34,350,1,30,1,1,barriera-di-milano
35,450,2,60,1,4,barriera-di-milano
36,500,3,70,1,2,barriera-di-milano
37,350,2,50,1,1,barriera-di-milano
38,450,3,68,1,4,barriera-di-milano
39,250,3,75,1,3,barriera-di-milano
40,380,3,74,,,barriera-di-milano
41,580,2,50,1,2,barriera-di-milano
42,320,2,43,1,1,barriera-di-milano
43,650,2,70,1,,barriera-di-milano
44,650,3,84,1,2,barriera-di-milano
45,650,3,84,1,2,barriera-di-milano
46,400,2,50,1,,barriera-di-milano
47,305,3,60,1,A,barriera-di-milano
48,500,3,70,1,1,barriera-di-milano
49,370,2,50,1,1,barriera-di-milano
50,550,2,65,1,A,barriera-di-milano
51,450,2,50,1,2,barriera-di-milano
52,400,2,50,1,3,barriera-di-milano
53,450,3,70,1,2,barriera-di-milano
54,400,2,54,1,2,barriera-di-milano
